genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW,earParent,pollenParent,earParentAge,pollenParentAge,oldestParentAge,youngestParentAge,meanParentAge
B37 X MO17,0.964770461566943,58.596491216274,58.6137348482921,58.5635671958852,2022 North Platte LI,0.969995116217731,15.1030272618864,15.14381437794,15.0733342661644,1.03168071864053,286.363200591854,289.97563276254,282.107249828953,0.892538817674235,135.416110373054,138.666084180108,132.159324127148,0.975830947758779,149.113694501919,157.023579890984,138.817574190316,0.965988587104334,2736.78166184594,2769.83421660848,2678.10206903831,0.981650358891842,2659.66609550259,2798.78373269362,2564.0110526991,0.964579657321855,-66.3882147818807,125.65840320323,-174.431650655762,1.0137558039683,14.4759058487462,14.5431061524312,14.3602041091305,0.938233577396137,4.04408912774486,4.07796694286751,3.96554896362856,0.976657079752807,16.6794943079741,17.0064834528841,16.2742401036935,0.981200861807749,2.5948747636885,2.60330456727499,2.58172600706831,1.02264338436712,20.536779337122,21.8348409550249,18.8709109035649,1.02756091758357,130.390347720451,140.601813092336,116.543999896044,1.10574165755122,447.423079648022,472.879889418215,425.506261752271,0.850917110813139,29.0225932101574,29.8438990754733,27.6841531515023,0.99205474269868,15.206520143543,15.6612834838336,14.5910994612909,1.06175410707618,33.7440748794981,35.1793101649202,32.2456523542215,B37,MO17,1958,1964,1958,1964,1961
B37 X OH43,1.03214143605678,58.922775847925,58.9412236215904,58.887552707252,2022 North Platte LI,1.01840960769145,14.5886900256397,14.6315129122342,14.5575149902,1.10619925104242,282.12757383984,286.000932805897,277.564214787634,1.00205070530667,123.283290382609,126.932026416379,119.626906043778,1.01121367953482,152.380271443228,160.576961994338,141.710823288153,0.980901251396656,2660.88918260327,2694.45199355284,2601.30371049226,1.11933705563077,2600.59477375114,2759.22510988783,2491.5231139712,1.08498856335611,-60.0622443612503,155.957638043898,-181.592790209934,1.03531044939205,16.2098761743706,16.2785053021498,16.0917143650196,1.05322009569978,4.06631317734591,4.10434293512179,3.97814741440614,1.01218490643051,15.8653603939914,16.2042444136806,15.4453642691038,1.00878571429531,2.59161998814471,2.60028678182924,2.57810157580378,1.01310771750199,19.9052722275433,21.1912300335524,18.2549372308287,1.02265512193008,125.745762424635,135.908476076228,111.965520026984,0.995240577157249,454.149299838738,477.062111231208,434.422715113402,0.969055540937133,27.548827449986,28.4841606210725,26.0245629375325,1.01720573289653,14.469039243208,14.9353319354805,13.8380161562894,0.966107832672312,32.3482688190894,33.6542134269162,30.9848290841504,B37,OH43,1958,1949,1949,1958,1953.5
B73 X 3IIH6,0.990028265260982,59.5812349171277,59.598929989452,59.5474489420285,2022 North Platte LI,0.998937572036908,13.4973172410663,13.5393213522209,13.4667382736498,0.998409992907142,284.543568526279,288.039503181978,280.424868143276,1.05804872648459,127.74624896686,131.598888851613,123.885533363597,1.02602226059527,180.955944927584,189.272670797549,170.130249491571,0.957219546927963,2670.16277201241,2702.91528267037,2612.01586014297,0.980950936437154,2609.21727326214,2748.2357896222,2513.6303843428,0.948073073987826,-60.8040698608667,127.956107777169,-166.998588473836,1.03559261197468,17.2331446273261,17.3017924592263,17.1149506142614,1.01086995969869,4.24332168847614,4.27982226406069,4.1587010839191,0.997977138074531,17.112322463375,17.4464496588706,16.6982217115708,1.00268347852596,2.65084605254202,2.65946042000989,2.63740941429658,1.02901565719088,20.3175323096146,21.6236823803425,18.6412835535428,0.992862946623695,143.333375694158,153.200027320339,129.954581828344,0.979901310665717,526.135391952987,548.69505685195,506.712845614966,1.03309029179013,27.276894707635,28.2740342706618,25.651907487178,0.978403400668583,15.3630861508751,15.8115916410352,14.7561340720823,0.982167056442829,34.2234777914019,35.5511305936762,32.8373741435325,B73,3IIH6,1972,1993,1972,1993,1982.5
B73 X MO17,0.96638682025046,59.1348105233073,59.1520830449893,59.1018313426204,2022 North Platte LI,0.984071413524704,14.259141429133,14.3005204363851,14.2290175369779,0.983778723764442,284.858297368501,288.303000605027,280.799954768623,0.923430797454604,133.659910754912,137.022370566099,130.290402717118,0.972671928934325,178.394669561505,186.278948592316,168.131880471829,0.976928409724732,2702.06883665757,2735.49571166682,2642.7246973477,0.934855303336507,2603.39013647076,2735.87606665724,2512.29494840738,0.91885046585066,-73.3784074660857,109.563584997873,-176.299675431098,0.978293142847838,15.229173720226,15.2940232589758,15.1175193967305,0.982963774445894,4.12990594731511,4.16539888406904,4.04762138830411,0.944253703430192,16.7976937584669,17.1138341085076,16.4058850149933,0.968892471095253,2.6354684576771,2.64379251602812,2.62248464183526,0.939116978433486,20.0637966553459,21.2558365424272,18.5339912963075,0.940641449485011,135.314794612497,144.66249110855,122.639683614454,0.992510687888989,464.814740522705,487.664703354373,445.142264716536,0.876741981811081,29.0073858452927,29.8536178964288,27.6283248596237,0.954228097930246,15.3040037304911,15.741427129157,14.7120487891187,0.954153939783005,33.7518002341721,35.0415860640309,32.405230678732,B73,MO17,1972,1964,1964,1972,1968
B73 X PHM49,1.0118544658817,58.8148731521732,58.8329583307319,58.7803423301878,2022 North Platte LI,1.0055270549318,14.7716085575743,14.8138897484781,14.7408278762685,1.05223883452249,285.691573569243,289.37599002522,281.350815241956,1.0881762490511,132.498384916698,136.460727211333,128.527736950634,1.01482357965729,179.864853051037,188.090804711666,169.157316366326,1.01762846841991,2717.88682815346,2752.70630855869,2656.07033782064,0.976570572023724,2648.36109297555,2786.75883235355,2553.20104029344,0.995742147382939,-63.9038483523929,134.347182901023,-175.437822795099,0.956908746682008,15.6534878775262,15.7169198777418,15.5442741929177,1.00997388327566,4.11296058544987,4.14942880543329,4.0284149920532,0.998202533249139,16.0447675566445,16.3789702154495,15.6305732793398,1.00824902122688,2.61908017243524,2.6277423552217,2.6055689521452,1.02664592178897,19.7384714182587,21.041613536638,18.0660829202811,1.03149610108472,132.57021194228,142.820783501805,118.670837656301,1.02708582415336,469.79117473204,493.437139650317,449.433387885944,1.02157818189678,27.826805490389,28.8128335558827,26.2199261077519,1.02536855600991,14.453866160587,14.9239007357874,13.817779270278,1.02185837939577,32.1650055686195,33.5463114595398,30.722886717254,B73,PHM49,1972,1988,1972,1988,1980
B73 X PHN82,0.965850382940145,58.9808020336051,58.998064967382,58.9478411595244,2022 North Platte LI,0.971928755261515,14.4574979855733,14.4983664087993,14.4277457982793,0.98224973563965,283.790622798655,287.229972280099,279.738587671679,0.930882121556365,128.939608912344,132.329200997982,125.542911726731,0.999505627244479,186.740102236775,194.841889718907,176.194187276946,1.09852905682162,2690.22887848816,2727.8164776519,2623.49803031646,0.806518364115858,2623.2214216553,2737.51968289532,2544.631781319,0.954053410839352,-60.8417194240129,129.109135892149,-167.706100952105,0.927013551497758,15.8453179183186,15.9067682123015,15.7395162251142,0.968591826941998,4.09738687443019,4.13236086772247,4.01630540081585,1.0042994391212,16.215291609288,16.5515355393632,15.7985674811391,0.963400584660061,2.59968398390056,2.607960859737,2.58677376305942,0.941300922903401,20.3142996087715,21.5091116200707,18.7809366418625,0.975309055196153,136.508650438279,146.200858923049,123.366394652319,0.946790003088861,479.563479637465,501.360843276934,460.79722990679,1.02666944376355,28.3957612265747,29.3867033820308,26.7808736034815,1.01797838893839,14.5190931035336,14.9857399855775,13.8875906998113,1.00103715623531,33.2204575783954,34.5736182010597,31.8077231104568,B73,PHN82,1972,1989,1972,1989,1980.5
B73 X PHZ51,1.07113235113359,59.1146062292267,59.1337508992197,59.0780524739318,2022 North Platte LI,1.05214757939851,14.3410447893635,14.3852863166753,14.308836984343,1.12963503278679,284.609538467873,288.564957872192,279.949500732628,1.02394071604743,129.18605047794,132.914493926261,125.449791645707,0.968921966604115,166.213577169839,174.067459775621,155.990354424523,1.0303011360532,2694.94030632964,2730.19339852546,2632.35400671912,0.967024584770771,2632.66454678161,2769.70944685256,2538.43468458027,1.01281967723922,-61.8442760521054,139.806870295533,-175.291119989732,1.0453342708049,15.5002843973052,15.5695779886962,15.38097855152,1.07753535502982,4.10203237502188,4.14094011018004,4.01183116536147,1.02204637576574,16.8364289881469,17.1786146717388,16.412340944006,1.01382313133715,2.68336275621013,2.69207282792049,2.6697768390664,1.11557243521992,20.5638842210513,21.9799025342638,18.7466359665882,1.01180666476946,136.664435481916,146.719341759038,123.030375669291,1.07787483310463,482.512661407357,507.327910426002,461.148189633828,0.864931541170214,28.0399732063244,28.874805810855,26.6794893143149,1.04291666271759,15.2133522580566,15.6914309817084,14.5663794081957,1.03984734580344,34.0300914479134,35.4357140795598,32.5625852942602,B73,PHZ51,1972,1986,1972,1986,1979
B84 X 3IIH6,0.962926770491047,59.5351685768574,59.5523792560317,59.5023074747741,2022 North Platte LI,0.978460197015904,13.6236850394375,13.6648281018533,13.59373291498,1.05457280233233,285.766217164994,289.458806014086,281.415830614652,1.03057833494966,134.875702778597,138.628315581961,131.115223928682,0.933089676004269,164.896063856808,172.459497268983,155.050912309073,1.04333099664451,2687.04675463371,2722.74568044132,2623.66894783145,0.961034068981745,2616.37143947133,2752.56737494448,2522.72531163021,1.01646910580254,-63.0463828935763,139.331360171962,-176.902002610335,1.00329417138053,16.1902349685404,16.2567417867882,16.0757272335211,0.988495677652871,4.15009905764263,4.1857917408122,4.06735141929167,0.950719707893659,16.3834687735452,16.7017739707102,15.9889770254141,0.976925328470348,2.65520930047488,2.66360237161681,2.64211783889943,1.03145077795884,20.3191700233056,21.6284110413297,18.6389544975063,1.00609286816088,133.37398649414,143.372111479553,119.816919893194,1.04063301832964,471.838371475591,495.796225109202,451.212066765731,0.903488794212995,27.905657675177,28.7777057707021,26.484525605609,0.971366752278124,14.6951044759685,15.1403843278762,14.0925175786186,1.03049559182524,32.3961772053915,33.7891585228195,30.9418689086792,B84,3IIH6,1978,1993,1978,1993,1985.5
COMMERCIAL HYBRID 1,0.981159670923287,59.5804126081014,59.5979491693773,59.5469292850758,2022 North Platte LI,0.992637915284631,13.508316166187,13.5500553844295,13.4779300406497,0.991029842034654,275.392765029336,278.862858071486,271.304509684384,1.05148618557029,119.035456807963,122.864200716814,115.198687270199,0.912161093574396,176.738319602242,184.132110220493,167.113988272542,1.02950158984114,2588.52358518123,2623.74931986443,2525.98585451529,0.926409913193381,2539.25090341781,2670.53996884361,2448.97866025362,0.970641575819426,-54.3156466836453,138.93789178452,-163.038083506275,0.976201500492386,15.4530236554955,15.51773454251,15.3416080548348,0.933810410137467,4.02392901914788,4.05764712218363,3.94575912133923,0.979068476288424,17.0457648383092,17.373561329531,16.6395100488647,0.994942809300985,2.57377591190462,2.58232377686139,2.56044300387353,0.90089435932409,20.1164138276527,21.2599369829386,18.6488724558415,0.94048540242813,140.364641011058,149.710786777522,127.691632741708,1.00042491519885,487.653306231064,510.685473448115,467.823963151648,0.901773424858304,28.7518629549759,29.6222553746493,27.3334290554535,0.993480388338042,15.344894316912,15.8003111809902,14.7285892360735,1.01021498257449,33.6621027137923,35.0276695424865,32.2364158479039,COMMERCIAL HYBRID 1,NA,NA,NA,NA,NA,NA
COMMERCIAL HYBRID 2,1.0266368333792,59.0905709713968,59.1089203596464,59.0555356822989,2022 North Platte LI,1.02007493534284,14.3653241924666,14.4082171040654,14.3340981788663,0.907215515553113,276.687833414403,279.864450418982,272.945333922291,1.00854952161171,119.054294513515,122.726694484752,115.374196634009,1.06145464945124,187.56342153599,196.167355078098,176.363874318143,0.953352676757646,2639.2943771985,2671.91457786878,2581.38236082375,1.07017820093221,2571.31875652948,2722.98239250584,2467.03728737879,1.04780850615186,-63.426805637461,145.190573316189,-180.79277980371,1.00665776359788,15.4409995657881,15.5077293513596,15.3261079380509,1.02170065494099,4.15028124718165,4.18717289840014,4.06475399783774,0.946074632200902,17.0035689773868,17.3203189824989,16.6110046575135,0.989808157052396,2.61503675804454,2.62354050959739,2.60177265783392,0.905335311881133,19.811482743002,20.9606428878284,18.3367071360775,0.993976351707818,147.921623918618,157.799340093155,134.527826957806,0.998506348464383,495.975970984812,518.963968220514,476.184655664821,0.979676662410277,29.396442281117,30.3420269670117,27.8554714005967,0.95247699518097,15.5409349360522,15.9775556196045,14.9500662904277,0.987180234334679,34.6621933574493,35.9966227662416,33.2690147582082,COMMERCIAL HYBRID 2,NA,NA,NA,NA,NA,NA
COMMERCIAL HYBRID 3,1.00045895481717,59.2833672414674,59.3012487446367,59.2492253058063,2022 North Platte LI,0.994714065458672,14.0090064097438,14.0508329275785,13.9785567301563,1.09291050869004,281.41961180008,285.246440207298,276.911072259503,0.959940933267908,123.10668724686,126.602090278819,119.603957319107,1.02859088719765,181.711540605956,190.049087235991,170.858743253782,1.09154016681368,2677.09289633806,2714.44136154846,2610.78659274723,0.893056553219006,2620.33266456871,2746.89495473284,2533.31047581248,1.01489448183625,-59.2720307030804,142.792206676297,-172.951275371665,1.0560985178009,16.3648734429802,16.4348805796492,16.2443390546819,1.07508404615179,4.19034737356179,4.22916659665751,4.10035136461707,1.0058312620974,16.7700744384606,17.1068312296981,16.3527146955046,0.99733490138645,2.66790940553902,2.6764778217073,2.65454444185259,1.00903347467629,20.3129372534547,21.59372354189,18.6692391280266,1.03730808100676,142.137663836517,152.445992391953,128.159973322106,0.979061718763501,479.026540227782,501.566875719019,459.620635374418,1.06322175807935,29.3806780494159,30.4069005274286,27.7082958935473,0.998233117743547,14.9581981968668,15.4157937381963,14.3389447626286,0.951626988239373,32.5738424438015,33.8602124450839,31.2308391011861,COMMERCIAL HYBRID 3,NA,NA,NA,NA,NA,NA
COMMERCIAL HYBRID 4,1.02081660354483,59.5723947546234,59.5906401161584,59.5375580882792,2022 North Platte LI,1.01220213862812,13.6357430543305,13.6783049243933,13.6047580387675,1.01094796952409,276.374946812147,279.914783218909,272.204524021054,1.00905417397796,123.249698966653,126.923936512838,119.567759660362,1.01961934110105,192.037114573075,200.301939691715,181.278977180399,1.02570675318083,2632.63704433857,2667.73293375423,2570.32983344582,0.92757545871162,2569.28548674491,2700.739731083,2478.89966922563,0.94605163061016,-61.1134471796454,127.244263579494,-167.08154209988,1.00411437055777,15.6509881958461,15.7175493838283,15.5363868500468,1.00916441524269,4.17528155641187,4.21172054805703,4.09080372412894,1.07208070364535,16.9481835158511,17.3071209155045,16.5033342217772,0.995466186903639,2.65759939376189,2.66615175521939,2.64425947211617,1.00641725077707,20.2647767431119,21.5422422064391,18.6253404012883,1.03761007622421,141.11006943274,151.421399088795,127.128309543219,0.999580742020686,478.718834527089,501.731566864515,458.906223737437,1.06406175147308,29.1511647049552,30.178197945253,27.4774612913603,1.06913039212305,14.9769124558764,15.4670076969972,14.313677931593,1.0740711330106,33.5821661739459,35.0340511055665,32.066360990122,COMMERCIAL HYBRID 4,NA,NA,NA,NA,NA,NA
COMMERCIAL HYBRID 6,1.14009848152662,59.4426587843517,59.4630361066922,59.4037514720465,2022 North Platte LI,1.08216176679824,13.7772513368129,13.8227549242364,13.7441247527974,0.87880903324847,277.622121892885,280.699273540905,273.996806513891,0.978454855151559,123.703256067985,127.266073267257,120.132970662583,0.99673544375743,177.53728476701,185.616617710332,167.020598376467,0.976640753564384,2690.33127093912,2723.74830341905,2631.00460548617,0.903907136369391,2635.56445829604,2763.66447263697,2547.48495520555,0.917802244418009,-51.4220258790436,131.311266992805,-154.22588161762,1.01174070795195,15.5192308970629,15.5862976231509,15.403759143913,1.06756843760766,4.17179107517715,4.21033892406187,4.08242420288104,1.01803833159036,16.8634462146944,17.2042899872258,16.4410212688781,0.970198971081121,2.6222132863412,2.63054856924236,2.60921196251399,1.00075924696225,20.0093206236561,21.2796042700388,18.3791010724519,0.999729686173374,139.995875959463,149.930766336193,126.524553015716,0.941768323125337,489.503474796115,511.185227387845,470.836759386627,1.02462049309586,27.8987055356165,28.887670042275,26.2870407853708,1.01068572296356,15.2514848485317,15.7147887324571,14.6245064466376,1.05419460222239,34.6216570247897,36.0466736842285,33.1339030076708,COMMERCIAL HYBRID 6,NA,NA,NA,NA,NA,NA
F42 X MO17,1.01916754424897,59.1549210009539,59.1731368883571,59.1201406108578,2022 North Platte LI,1.02119152490862,14.1693355878502,14.2122754506836,14.1380753937797,1.02204542754658,282.26116671705,285.839860896037,278.044964030992,1.07683974899395,126.493411455579,130.414474505525,122.564129261773,1.02185912558641,167.766747602278,176.049727954278,156.984977949746,0.965166734153682,2710.45988494844,2743.48431894431,2651.83021612245,1.05689108953592,2621.04313292045,2770.82374453299,2518.05640094154,1.01505625135148,-72.1109073528346,129.985538137152,-185.80827197047,1.034621039698,15.2384518022706,15.3070352301478,15.1203686764651,1.07991406898805,4.11221393863479,4.15120756459205,4.02181360522826,1.03889538206632,16.5634937937072,16.911320599733,16.1324144208975,0.982948193413981,2.66656849561972,2.67501331107871,2.65339632357163,1.05970675072913,19.6796565853015,21.0247634723962,17.9534125672466,1.04483066243458,134.139730134956,144.52281491987,120.060673095987,1.02991622288679,472.82471043389,496.535837880537,452.410822478471,1.06123633422929,28.0362168028309,29.0605229481804,26.3669575960494,1.02650339013577,14.8516203172478,15.3221751066416,14.2148294331349,1.0567898387335,33.3436587647245,34.7721835575343,31.8522421662031,F42,MO17,1983,1964,1964,1983,1973.5
F42 X OH43,0.959321764007464,58.547732235489,58.5648784813003,58.5149941588419,2022 North Platte LI,0.959490531926319,15.2440917162143,15.284437127262,15.2147202814685,1.05262155510132,282.296844345135,285.982600898011,277.954507196116,1.03492008695773,121.519262488537,125.287684778305,117.742941013132,1.00454594694544,149.037793384522,157.180436663706,138.438697350481,1.01461404498049,2649.75422758148,2684.47056557163,2588.12085032302,1.06027276568644,2563.54493546459,2713.80479184238,2460.22868251725,1.13038148926691,-73.6645415635784,151.393016305119,-200.279589912955,0.983152427129796,16.1910150852354,16.2561867384216,16.0788061630462,0.888834114584393,4.07370910161244,4.10580319687192,3.99930419976981,0.974021784302234,16.0532936260769,16.3794004623202,15.6491329116026,0.998928060634722,2.61480307130244,2.62338517480026,2.60141675820222,0.963607342546711,20.1110420033685,21.3341679974444,18.541342263624,0.947210146640597,130.939718216323,140.352691643791,118.176094251298,1.00471823518894,464.978512705499,488.109522386812,445.064072070294,0.863320518247911,27.5786426253657,28.4119202693033,26.2206927729086,0.978986258998665,14.398202079468,14.8469747550863,13.7908884247905,0.960585431492324,31.9205394601633,33.2190191144939,30.5648933285328,F42,OH43,1983,1949,1949,1983,1966
LH123HT X 3IIH6,1.02676550778087,59.5667146392895,59.5850663273753,59.5316749590138,2022 North Platte LI,1.02347538241207,13.5476707428297,13.5907066390961,13.5163406364782,0.980976036675212,290.839145750652,294.274035372537,286.792364962525,0.945599877936931,135.294080018273,138.737263411973,131.843679189074,0.993732654965026,169.019455257236,177.074448210879,158.534451685061,1.012987248636,2710.66126492262,2745.32193996191,2649.12670844564,1.03622342739141,2621.66394424323,2768.51557376173,2520.69113309588,1.04593438807214,-72.481122270383,135.763122089165,-189.637174783165,0.986614878486812,15.7959449255945,15.8613460993238,15.6833408277192,0.99388406619769,4.07053566222157,4.10642290976757,3.98733695823959,0.986743779984997,17.0617687835236,17.3921350006448,16.6523292026547,1.02660549067136,2.66527736432185,2.67409725328039,2.65152015489897,0.928761532213164,20.2184540899866,21.3973496029094,18.70551757422,0.968628939391311,133.110212313113,142.736036635101,120.05797085658,0.963304381755397,488.914320715498,511.091884732981,469.820740792075,0.985957374220298,26.9347193168644,27.8863661507432,25.3838692645933,0.975322402832021,15.6389815057433,16.0860746495808,15.0339407224758,0.961354258349925,33.8498779812652,35.1493969039414,32.4931468267713,LH123HT,3IIH6,1983,1993,1983,1993,1988
LH123HT X PHB47,0.980242129507837,59.3911006125982,59.408620774381,59.3576486018417,2022 North Platte LI,0.982667176643397,13.8425074200088,13.8838273808063,13.8124265136369,1.27195266607553,280.181307904325,284.635052796035,274.934172989667,1.04042964890474,128.252357979149,132.040842065291,124.455932654797,0.978502678118439,170.428321420861,178.359863307892,160.104011331831,0.911491408933398,2697.47993220651,2728.66779520152,2642.11080524384,1.03738080126861,2622.83951172012,2769.85516208136,2521.75392248762,0.92850907550548,-65.307334683531,119.557675028994,-169.310472212088,0.920031414602836,14.8230238890156,14.884011347947,14.7180190794214,1.00662951624584,4.02782659851502,4.06417405981886,3.94356096433289,1.02057193496596,16.7925163564891,17.1342083907271,16.3690401169881,0.983626247278927,2.5937664056616,2.60221704649349,2.58058514723213,0.978989621499471,20.1619049848469,21.4045560119986,18.5671477780173,0.994534827177176,131.548744694744,141.43201076206,118.147422296297,0.982801127983638,474.814588224866,497.441013833554,455.334564837252,1.00853936213585,27.3567449864805,28.3301879728751,25.7703748619884,1.03435106571755,15.2437618785293,15.7179140854924,14.6021026926456,1.02976905733129,34.3349458884305,35.7269451065807,32.8816629286055,LH123HT,PHB47,1983,1983,1983,1983,1983
LH145 X LH162,1.00629241126233,59.6379559258158,59.655941692103,59.6036149160261,2022 North Platte LI,1.00475666011052,13.4718691335983,13.5141179303359,13.4411120352258,0.990827706054369,275.203233681171,278.672618943769,271.115812199608,1.23475544246117,115.968275968912,120.464352516679,111.462774961636,1.04766986284995,172.54730633369,181.039503224712,161.49320420717,0.932320304989219,2576.99700925262,2608.8975599923,2520.36261771487,1.06480498604045,2515.45071052204,2666.35286461935,2411.69282402562,0.963790679184885,-58.6076451860647,133.281888226798,-166.562706908469,1.07104732655206,15.5004894105911,15.5714874806624,15.3782488883591,1.04411959128872,3.99846114477597,4.03616230079064,3.91105719118433,0.958420953532587,16.8595470312649,17.1804306398072,16.4618597273568,1.00983998695965,2.55492776802676,2.5636036192976,2.54139522771753,0.972596174027411,19.5329964652251,20.7675321621489,17.9486540740469,1.05153601927447,129.563213545258,140.012933327675,115.393802054788,1.00931714661806,477.063629200365,500.300516789598,457.058033905641,1.06382828249146,26.6360379437804,27.6628458396333,24.9627017624734,0.994606393638583,14.8859106689613,15.3418437000509,14.2689070712765,0.921132385071779,33.4342293671653,34.6793780252108,32.1342621663281,LH145,LH162,1983,1990,1983,1990,1986.5
LH185 X LH145,1.01805046525931,59.5671673366864,59.5853632582016,59.5324250683332,2022 North Platte LI,1.01778233112902,13.6242422859553,13.6670387963325,13.5930864523858,1.00143356738809,270.900260562512,274.406782270511,266.769087149931,0.990922832606015,109.454261493335,113.062477950713,105.838481666083,0.996865889632139,164.026549806169,172.106940116979,153.508487064094,1.03096719662692,2591.00389403922,2626.27977636308,2528.37713415436,0.994470231747748,2537.79717944302,2678.73162483327,2440.89292863419,1.01977338177932,-57.15208428636,145.883536043552,-171.377818930276,1.03454120096545,14.7052860195949,14.7738641550861,14.5872120059249,0.978660465130309,4.00836506846481,4.0437026209723,3.92644074237239,1.01940485859093,17.3528790187441,17.6941803106082,16.9298870460524,1.00813368446483,2.58036065553797,2.58902184743023,2.56685098083872,1.00330941187839,19.5643777341483,20.8378983556561,17.9300040082835,0.995350927895388,131.375351409857,141.266727540607,117.963032082459,1.03796947304754,476.755905900641,500.65243837022,456.182395111049,0.909731936944518,27.1068456231709,27.9849196049759,25.6758934756921,1.0254578173552,15.65531661613,16.1253921092211,15.0191743525884,1.02946512608041,34.4810931172972,35.8726814937538,33.0282390867595,LH185,LH145,1993,1983,1983,1993,1988
LH185 X LH82,0.975281587576018,59.2684938899866,59.2859253905147,59.2352111640395,2022 North Platte LI,0.992659359595323,14.0564590916995,14.0981992116492,14.0260723097198,0.891863436026859,268.150163279256,271.273024945612,264.470995100205,1.02062676473321,113.821190554663,117.537567015246,110.097024004409,0.972238910935323,176.757498367089,184.63826744287,166.499278107111,1.00699291748525,2639.94689720693,2674.40246841656,2578.77647019874,1.07384086537958,2563.47308720039,2715.6557890734,2458.83471671379,1.0738934590564,-67.9840079024785,145.826852945167,-188.271781129097,1.05742286425443,15.4416707623808,15.5117656879271,15.3209852240837,1.01556622285329,4.10175858996664,4.13842873860715,4.01674485806075,0.994841442155445,17.0548735246164,17.3879508751373,16.642073898848,0.999104488023281,2.64437997877753,2.65296359801824,2.63099130143071,0.918128839560782,19.5298774545099,20.6952766788554,18.0342614116707,1.00459559156298,137.51514337358,147.498389058048,123.978252523004,1.00163186621123,496.592181733027,519.652135840545,476.738915773102,1.00048876334039,27.1642388346432,28.1299113767419,25.5905318048134,0.983423547565197,15.445722349861,15.8965291029183,14.8356560253565,1.0244932318062,34.7426211387956,36.1274887142209,33.2967837972672,LH185,LH82,1993,1984,1984,1993,1988.5
LH185 X W606S,0.984072517592885,59.3092076849927,59.3267963084514,59.2756249573658,2022 North Platte LI,0.986058776633516,13.9275466052804,13.9690091787365,13.8973618769795,0.95361453817431,273.943222501097,277.282305779375,270.009314996647,0.882656720453662,120.298501258008,123.512491692138,117.077773811643,0.99426619416815,169.746236232579,177.805553945503,159.255603218298,1.03601702770659,2710.40904881444,2745.8577176707,2647.47553371998,0.93854991687922,2627.81745271705,2760.82697656572,2536.36225009924,1.01977079005579,-69.5680865073128,133.467017813647,-183.793530849942,0.975125424726322,14.8427551699581,14.907394725575,14.7314623837242,0.979351030506457,4.04207173266034,4.07743422015919,3.96008959887559,0.991035278497947,17.1816395580035,17.5134425879613,16.7704192622337,0.989453456261275,2.60483805747189,2.61333876167927,2.59157871049229,0.992264763560015,19.5817083711119,20.8412098005098,17.9653261868486,0.979978830272937,128.528749346506,138.267364078998,115.323568502898,0.986278659913605,465.539457726359,488.245944412792,445.990506453543,0.991687959935877,27.1148079526842,28.0719859524076,25.5549440430305,1.00076447628042,15.6980051144882,16.1567610444678,15.0771813531998,1.02501132713661,34.1026466241223,35.4882145393857,32.6560781098034,LH185,W606S,1993,1963,1963,1993,1978
