loc,row,range,genotype,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,plot,qr,nLvl,field,rep,population,irrigation,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,hundredKernelWt,pctMoistureEarPhenotyping,kernelMass,kernelColor,kernelStriping
Lincoln,38,10,F42 X OH43,66.82,11.12,4.46,1.38,1.05,6272,6272$ROW38$RANGE10$F42 X OH43,High,Hybrid HIPS,-Inf,Hybrid,Dryland,14.9,NA,3.5,2.5,15.2,15.2,16.7,NA,74.3,yellow,N
Lincoln,39,2,PHG39 X PHM49,68.07,10.87,4.21,1.45,0.89,6178,6178$ROW39$RANGE2$PHG39 X PHM49,High,Hybrid HIPS,-Inf,Hybrid,Dryland,13.2,12.1,3.6,2.2,10.2,10.2,22.2,NA,70,yellow,N
Lincoln,39,3,PHP02 X PHK56,64.1,14.2,4.25,1.33,1.25,6179,6179$ROW39$RANGE3$PHP02 X PHK56,High,Hybrid HIPS,-Inf,Hybrid,Dryland,10.6,11.6,3.9,2.5,7.7,7.7,13.6,NA,38.2,yellow,N
Lincoln,39,4,PHB47 X LH185,62.86,12.16,3.78,2.64,1.09,6180,6180$ROW39$RANGE4$PHB47 X LH185,High,Hybrid HIPS,-Inf,Hybrid,Dryland,18.4,16.1,4.1,2.8,26.1,26.1,26.2,NA,107.3,orange,N
Lincoln,39,5,PHB47 X 3IIH6,67.5,14.31,4.46,0.99,1.41,6181,6181$ROW39$RANGE5$PHB47 X 3IIH6,High,Hybrid HIPS,-Inf,Hybrid,Dryland,11.5,10.8,3,2.2,7.1,7.1,12.1,NA,29.8,NA,N
Lincoln,39,6,LH195 X LH185,68.35,10.6,3.87,1.46,1.04,6182,6182$ROW39$RANGE6$LH195 X LH185,High,Hybrid HIPS,-Inf,Hybrid,Dryland,15.5,14.4,3.6,2.6,15,15,25.9,NA,103.1,yellow,N
Lincoln,39,7,PHP02 X PHG47,64.81,14.14,5.07,0.64,1.33,6183,6183$ROW39$RANGE7$PHP02 X PHG47,High,Hybrid HIPS,-Inf,Hybrid,Dryland,12,9.5,3.5,2,7.9,7.9,13.6,NA,34.9,yellow,N
Lincoln,39,8,PHJ40 X LH82,65.37,14.07,4.38,1.06,1.25,6184,6184$ROW39$RANGE8$PHJ40 X LH82,High,Hybrid HIPS,-Inf,Hybrid,Dryland,13.1,11.8,3,2.2,10.9,10.9,15.6,NA,50.9,yellow,N
Lincoln,39,9,PHN46 X PHB47,67.97,11.39,3.43,1.9,0.82,6278,6278$ROW39$RANGE9$PHN46 X PHB47,High,Hybrid HIPS,-Inf,Hybrid,Dryland,14.5,14.3,3.4,2.1,15.8,15.8,20.8,NA,82,yellow,N
Lincoln,39,10,PHP02 X PHG47,66.43,12.4,4.13,0.85,1.18,6279,6279$ROW39$RANGE10$PHP02 X PHG47,High,Hybrid HIPS,-Inf,Hybrid,Dryland,16.6,15.2,3.9,2.6,17.2,17.2,20.3,NA,100,yellow,N
Lincoln,39,11,PHP02 X PHJ89,66.57,12.96,4.34,1.12,1.43,6280,6280$ROW39$RANGE11$PHP02 X PHJ89,High,Hybrid HIPS,-Inf,Hybrid,Dryland,14.6,13,3.5,2.5,12.6,12.6,15.7,NA,61.9,yellow,N
Lincoln,39,13,PIONEER 1311 AMXT,70.62,10.42,3.74,0.94,0.79,6282,6282$ROW39$RANGE13$PIONEER 1311 AMXT,High,Hybrid HIPS,-Inf,Hybrid,Dryland,15.6,13.9,3.8,2.5,17,17,25.2,NA,85.4,yellow,N
Lincoln,39,14,PHK76 X LH198,68.35,10.46,3.9,0.68,1.02,6283,6283$ROW39$RANGE14$PHK76 X LH198,High,Hybrid HIPS,-Inf,Hybrid,Dryland,10.8,9.2,3,2.5,6.2,6.2,14.5,NA,35.7,yellow,N
Lincoln,39,15,PHN46 X PHK56,69.25,12.03,4.51,0.84,1.03,6284,6284$ROW39$RANGE15$PHN46 X PHK56,High,Hybrid HIPS,-Inf,Hybrid,Dryland,9.8,9.2,3.5,2.5,6.5,6.5,13.2,NA,35.2,NA,N
Missouri Valley,23,2,PHP02 X PHK76,68.78,8.48,3.97,0.72,1.11,101,MV$HYBRID-HIPS$REP1$PLOT1$ROW23$RANGE2$PHP02 X PHK76,High,Hybrid HIPS,1,Hybrid,Dryland,14.8,13.4,4.1,2.4,17.8,17.8,27.2,NA,128.8,yellow,N
Missouri Valley,23,3,PHP02 X LH145,68.95,9.38,4.53,0.93,0.96,105,MV$HYBRID-HIPS$REP1$PLOT5$ROW23$RANGE3$PHP02 X LH145,High,Hybrid HIPS,1,Hybrid,Dryland,16.4,15.4,4,2.5,23.4,23.4,24.4,NA,121.9,yellow,N
Missouri Valley,23,4,PHK56 X LH145,71.21,10.08,4.79,0.35,0.87,109,MV$HYBRID-HIPS$REP1$PLOT9$ROW23$RANGE4$PHK56 X LH145,High,Hybrid HIPS,1,Hybrid,Dryland,17.6,16.2,3.2,2.4,22.6,22.6,22.7,NA,99.1,orange,N
Missouri Valley,23,5,PHK76 X LH82,68.59,9.93,3.93,1.19,1.16,113,MV$HYBRID-HIPS$REP1$PLOT13$ROW23$RANGE5$PHK76 X LH82,High,Hybrid HIPS,1,Hybrid,Dryland,16.4,15,3.6,2.4,19.6,19.6,22.7,NA,125.2,yellow,N
Missouri Valley,23,6,PHP02 X PHN46,72.23,9.39,3.95,0.41,0.91,117,MV$HYBRID-HIPS$REP1$PLOT17$ROW23$RANGE6$PHP02 X PHN46,High,Hybrid HIPS,1,Hybrid,Dryland,19,16.1,4.4,3,31.3,31.3,29.9,NA,159,yellow,N
Missouri Valley,23,7,PHK56 X W606S,69.57,10.74,4.08,2.35,1.62,121,MV$HYBRID-HIPS$REP1$PLOT21$ROW23$RANGE7$PHK56 X W606S,High,Hybrid HIPS,1,Hybrid,Dryland,16.8,15.6,3.5,2.4,20.7,20.7,20.8,NA,104.2,yellow,N
Missouri Valley,23,8,PHP02 X PHG47,69.96,9.31,4.46,1.29,1.37,125,MV$HYBRID-HIPS$REP1$PLOT25$ROW23$RANGE8$PHP02 X PHG47,High,Hybrid HIPS,1,Hybrid,Dryland,17.9,15.6,4,2.6,19.2,19.2,23.3,NA,115.8,yellow,N
Missouri Valley,23,9,PHK56 X LH185,67.6,9.62,4.34,0.91,1.18,129,MV$HYBRID-HIPS$REP1$PLOT29$ROW23$RANGE9$PHK56 X LH185,High,Hybrid HIPS,1,Hybrid,Dryland,17,16.1,4.6,3,17.6,17.6,25,NA,124.8,yellow,N
Missouri Valley,23,10,PHN46 X W606S,65.51,11.22,4.02,1.57,1.26,133,MV$HYBRID-HIPS$REP1$PLOT33$ROW23$RANGE10$PHN46 X W606S,High,Hybrid HIPS,1,Hybrid,Dryland,18.4,17,3.9,2.6,26.2,26.2,28,NA,138.3,yellow,N
Missouri Valley,23,11,PHP02 X LH185,70.05,9.34,3.86,0.8,1.18,137,MV$HYBRID-HIPS$REP1$PLOT37$ROW23$RANGE11$PHP02 X LH185,High,Hybrid HIPS,1,Hybrid,Dryland,17.5,15,3.9,2.5,19,19,21.8,NA,111.4,orange,N
Missouri Valley,23,12,COMMERCIAL HYBRID 5,69.21,8.28,4.02,0.97,1.18,141,MV$HYBRID-HIPS$REP1$PLOT41$ROW23$RANGE12$COMMERCIAL HYBRID 5,High,Hybrid HIPS,1,Hybrid,Dryland,20.9,19.1,5,3.1,26.2,26.2,31.6,NA,229.1,yellow,N
Missouri Valley,23,13,COMMERCIAL HYBRID 4,68.16,9.08,3.86,1.4,1.12,145,MV$HYBRID-HIPS$REP1$PLOT45$ROW23$RANGE13$COMMERCIAL HYBRID 4,High,Hybrid HIPS,1,Hybrid,Dryland,18.5,17.8,4.4,2.5,28.3,28.3,31,NA,171.9,yellow,N
Missouri Valley,23,14,PHK76 X 3IIH6,70.73,10.27,3.95,1.64,1.33,149,MV$HYBRID-HIPS$REP1$PLOT49$ROW23$RANGE14$PHK76 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,16.9,17,4.4,2.9,27.7,27.7,23.4,NA,142.7,yellow,N
Missouri Valley,23,15,PHK76 X LH145,68.68,8.52,4.18,0.91,1.18,153,MV$HYBRID-HIPS$REP1$PLOT53$ROW23$RANGE15$PHK76 X LH145,High,Hybrid HIPS,1,Hybrid,Dryland,19.2,19.4,4.5,2.5,25.3,25.3,33.7,NA,209.2,yellow,N
Missouri Valley,23,16,PHN46 X PHB47,67.28,8.66,3.74,1.39,1.26,157,MV$HYBRID-HIPS$REP1$PLOT57$ROW23$RANGE16$PHN46 X PHB47,High,Hybrid HIPS,1,Hybrid,Dryland,17.9,18,4.4,2.5,28.2,28.2,30.2,NA,172.1,yellow,N
Missouri Valley,23,17,PHN46 X PHK56,71.57,8.44,4.36,0.41,0.98,161,MV$HYBRID-HIPS$REP1$PLOT61$ROW23$RANGE17$PHN46 X PHK56,High,Hybrid HIPS,1,Hybrid,Dryland,18.2,18.2,4.2,2.6,24.1,24.1,28.7,NA,164.2,yellow,N
Missouri Valley,23,18,PHP02 X PHK56,68.72,8.09,4.38,0.5,1.16,165,MV$HYBRID-HIPS$REP1$PLOT65$ROW23$RANGE18$PHP02 X PHK56,High,Hybrid HIPS,1,Hybrid,Dryland,15.8,NA,4,2,16.9,16.9,24,NA,135.3,yellow,N
Missouri Valley,23,19,PHP02 X LH82,68.6,8.5,3.66,1.09,0.97,169,MV$HYBRID-HIPS$REP1$PLOT69$ROW23$RANGE19$PHP02 X LH82,High,Hybrid HIPS,1,Hybrid,Dryland,17,NA,3.8,2.1,19.5,19.5,27.9,NA,132.3,yellow,N
Missouri Valley,23,20,PHK76 X LH198,71.87,7.83,3.99,1.85,1.25,173,MV$HYBRID-HIPS$REP1$PLOT73$ROW23$RANGE20$PHK76 X LH198,High,Hybrid HIPS,1,Hybrid,Dryland,17.1,NA,3.8,2.5,21.1,21.1,23.6,NA,125.2,yellow,N
Missouri Valley,23,21,COMMERCIAL HYBRID 3,69.52,8,3.77,1.17,1.13,177,MV$HYBRID-HIPS$REP1$PLOT77$ROW23$RANGE21$COMMERCIAL HYBRID 3,High,Hybrid HIPS,1,Hybrid,Dryland,17.1,NA,4.4,2.5,22.6,22.6,31.7,NA,174.8,yellow,N
Missouri Valley,23,22,PHK56 X PHJ89,67.53,8.35,4.4,0.98,1.19,181,MV$HYBRID-HIPS$REP1$PLOT81$ROW23$RANGE22$PHK56 X PHJ89,High,Hybrid HIPS,1,Hybrid,Dryland,18.5,NA,4.5,2.9,22.3,22.3,24.3,NA,146.3,yellow,N
Missouri Valley,23,23,COMMERCIAL HYBRID 2,72.42,7.25,3.72,1.58,1.3,185,MV$HYBRID-HIPS$REP1$PLOT85$ROW23$RANGE23$COMMERCIAL HYBRID 2,High,Hybrid HIPS,1,Hybrid,Dryland,17.1,NA,4,2.6,27.9,27.9,26.5,NA,147.4,yellow,N
Missouri Valley,23,24,PHP02 X PHN46,67.94,7.83,4.13,1.08,1.1,201,MV$HYBRID-HIPS$REP2$PLOT1$ROW23$RANGE24$PHP02 X PHN46,High,Hybrid HIPS,2,Hybrid,Dryland,15.8,NA,3.8,2,18.7,18.7,27.4,NA,113.1,yellow,N
Missouri Valley,23,25,LH198 X PHB47,66.72,10.44,4.26,1.32,1.13,205,MV$HYBRID-HIPS$REP2$PLOT5$ROW23$RANGE25$LH198 X PHB47,High,Hybrid HIPS,2,Hybrid,Dryland,18.4,NA,4,2.6,24.1,24.1,24,NA,136.1,yellow,N
Missouri Valley,23,26,PHK76 X W606S,66.8,9.23,3.93,1.6,1.22,209,MV$HYBRID-HIPS$REP2$PLOT9$ROW23$RANGE26$PHK76 X W606S,High,Hybrid HIPS,2,Hybrid,Dryland,17.1,NA,3.8,2.4,21.1,21.1,21.9,NA,140.6,yellow,N
Missouri Valley,23,27,LH74 X PHN82,68.59,8.58,4,0.86,1.07,213,MV$HYBRID-HIPS$REP2$PLOT13$ROW23$RANGE27$LH74 X PHN82,High,Hybrid HIPS,2,Hybrid,Dryland,15.4,NA,3.5,2.1,15.6,15.6,21.9,NA,65,orange,N
Missouri Valley,23,28,PHN46 X W606S,69.37,8.63,3.78,0.53,1.05,217,MV$HYBRID-HIPS$REP2$PLOT17$ROW23$RANGE28$PHN46 X W606S,High,Hybrid HIPS,2,Hybrid,Dryland,15.2,NA,4.2,2.6,16.3,16.3,23.5,NA,120.1,yellow,N
Missouri Valley,23,29,COMMERCIAL HYBRID 5,69.21,7.08,3.9,0.97,0.94,221,MV$HYBRID-HIPS$REP2$PLOT21$ROW23$RANGE29$COMMERCIAL HYBRID 5,High,Hybrid HIPS,2,Hybrid,Dryland,16.8,NA,4.1,2.5,25.3,25.3,27.4,NA,137.3,orange,N
Missouri Valley,23,30,B105 X 3IIH6,68.49,8.09,3.78,1.13,1.13,225,MV$HYBRID-HIPS$REP2$PLOT25$ROW23$RANGE30$B105 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Dryland,14.8,NA,3.8,2,12.5,12.5,21.6,NA,89.1,yellow,N
Missouri Valley,23,31,PHP02 X PHJ89,67.35,8.93,4.25,1.26,1.09,229,MV$HYBRID-HIPS$REP2$PLOT29$ROW23$RANGE31$PHP02 X PHJ89,High,Hybrid HIPS,2,Hybrid,Dryland,18.8,NA,4.6,2.6,26.2,26.2,33.6,NA,174.6,yellow,N
Missouri Valley,23,32,PHP02 X LH145,72.73,7.85,4.35,0.24,0.83,233,MV$HYBRID-HIPS$REP2$PLOT33$ROW23$RANGE32$PHP02 X LH145,High,Hybrid HIPS,2,Hybrid,Dryland,15.5,12.2,4.1,3,17.8,17.8,27.1,NA,89.4,yellow,N
Missouri Valley,23,33,LH82 X W606S,71.04,8.1,4.19,1.21,1.18,237,MV$HYBRID-HIPS$REP2$PLOT37$ROW23$RANGE33$LH82 X W606S,High,Hybrid HIPS,2,Hybrid,Dryland,18.1,17.8,3.9,2.4,21.1,21.1,27.8,NA,161.6,yellow,N
Missouri Valley,23,34,COMMERCIAL HYBRID 1,71.82,7.94,3.89,1.9,1.34,241,MV$HYBRID-HIPS$REP2$PLOT41$ROW23$RANGE34$COMMERCIAL HYBRID 1,High,Hybrid HIPS,2,Hybrid,Dryland,17.5,16.6,4,2.4,25.5,25.5,27.5,NA,157.5,yellow,N
Missouri Valley,23,35,B73 X PHM49,69.47,7.24,4.04,0.98,1.12,245,MV$HYBRID-HIPS$REP2$PLOT45$ROW23$RANGE35$B73 X PHM49,High,Hybrid HIPS,2,Hybrid,Dryland,15.9,15.2,3.8,2.1,19.6,19.6,27.8,NA,134.1,yellow,N
Missouri Valley,23,36,PHN46 X PHK56,67.89,8.17,4.28,0.73,1.07,249,MV$HYBRID-HIPS$REP2$PLOT49$ROW23$RANGE36$PHN46 X PHK56,High,Hybrid HIPS,2,Hybrid,Dryland,15.2,14.5,3.4,2,18.5,18.5,23,NA,103.1,orange,N
Missouri Valley,23,38,PHK56 X 3IIH6,69.47,8.06,3.14,0.86,0.93,257,MV$HYBRID-HIPS$REP2$PLOT57$ROW23$RANGE38$PHK56 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Dryland,17.4,16.5,4,2.6,24.1,24.1,36.7,NA,176.9,yellow,N
Missouri Valley,23,39,PHW52 X PHN82,71.88,8.22,4.05,1.26,1.27,261,MV$HYBRID-HIPS$REP2$PLOT61$ROW23$RANGE39$PHW52 X PHN82,High,Hybrid HIPS,2,Hybrid,Dryland,14.6,13.7,4,2.8,17.1,17.1,25.6,NA,108.2,NA,N
Missouri Valley,23,40,LH82 X PHJ89,67.2,8.5,3.83,1.45,1.2,265,MV$HYBRID-HIPS$REP2$PLOT65$ROW23$RANGE40$LH82 X PHJ89,High,Hybrid HIPS,2,Hybrid,Dryland,16.4,15.8,4.8,2.8,21.5,21.5,35.6,NA,146,yellow,N
Missouri Valley,23,41,LH74 X PHM49,66.57,10.65,4.14,1.13,1.27,269,MV$HYBRID-HIPS$REP2$PLOT69$ROW23$RANGE41$LH74 X PHM49,High,Hybrid HIPS,2,Hybrid,Dryland,13.8,12.2,3.8,2.1,14.4,14.4,25,NA,88.9,yellow,N
Missouri Valley,23,42,B14A X MO17,69.1,8.1,4.19,0.43,1.02,273,MV$HYBRID-HIPS$REP2$PLOT73$ROW23$RANGE42$B14A X MO17,High,Hybrid HIPS,2,Hybrid,Dryland,15.5,14.2,4,2.5,21.5,21.5,31.2,NA,115.4,yellow,N
Missouri Valley,23,43,SOLAR 2,71.16,7.32,3.57,1.11,1.22,277,MV$HYBRID-HIPS$REP2$PLOT77$ROW23$RANGE43$SOLAR 2,High,Hybrid HIPS,2,Hybrid,Dryland,17.5,16.8,4.2,2.5,17.7,17.7,25.6,NA,159.3,yellow,N
Missouri Valley,23,44,PHP02 X PHG47,68.05,9.21,3.93,1.21,1,281,MV$HYBRID-HIPS$REP2$PLOT81$ROW23$RANGE44$PHP02 X PHG47,High,Hybrid HIPS,2,Hybrid,Dryland,17.4,16.6,4,2.5,25.6,25.6,33.4,NA,161.2,yellow,N
Missouri Valley,23,45,B84 X 3IIH6,72.19,7.23,3.74,1.39,1.19,285,MV$HYBRID-HIPS$REP2$PLOT85$ROW23$RANGE45$B84 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Dryland,15.6,13.8,3.5,2.5,17.6,17.6,27.4,NA,103.4,yellow,N
Missouri Valley,25,2,LH185 X LH82,71.18,7.85,3.22,0.66,0.89,102,MV$HYBRID-HIPS$REP1$PLOT2$ROW25$RANGE2$LH185 X LH82,High,Hybrid HIPS,1,Hybrid,Dryland,21,20,4,2.6,31.4,31.4,32.7,NA,163.6,yellow,N
Missouri Valley,25,3,LH185 X LH145,71.53,8.98,3.89,1.45,1.11,106,MV$HYBRID-HIPS$REP1$PLOT6$ROW25$RANGE3$LH185 X LH145,High,Hybrid HIPS,1,Hybrid,Dryland,18.2,17.1,3.9,2.5,26.7,26.7,25.3,NA,145.4,yellow,N
Missouri Valley,25,4,LH195 X LH185,67.03,11.01,3.98,1.29,1.06,110,MV$HYBRID-HIPS$REP1$PLOT10$ROW25$RANGE4$LH195 X LH185,High,Hybrid HIPS,1,Hybrid,Dryland,17.9,17.2,4.1,2.5,31,31,27.2,NA,153,yellow,N
Missouri Valley,25,5,2369 X PHZ51,66.11,11.36,3.98,1.17,1.23,114,MV$HYBRID-HIPS$REP1$PLOT14$ROW25$RANGE5$2369 X PHZ51,High,Hybrid HIPS,1,Hybrid,Dryland,14.9,14,3.9,2.5,16.9,16.9,22.1,NA,102.2,yellow,N
Missouri Valley,25,6,PHW52 X LH185,69.22,11.09,4.35,1.06,0.9,118,MV$HYBRID-HIPS$REP1$PLOT18$ROW25$RANGE6$PHW52 X LH185,High,Hybrid HIPS,1,Hybrid,Dryland,14.9,13.5,3.5,2.1,18.2,18.2,18.7,NA,97.1,yellow,N
Missouri Valley,25,7,PHK56 X LH198,68.55,8.77,3.81,1.14,1.18,122,MV$HYBRID-HIPS$REP1$PLOT22$ROW25$RANGE7$PHK56 X LH198,High,Hybrid HIPS,1,Hybrid,Dryland,18.5,17.4,4.6,3.1,32.7,32.7,27.2,NA,192.3,yellow,N
Missouri Valley,25,8,LH82 X PHB47,71.81,8.78,3.93,1.83,1.4,126,MV$HYBRID-HIPS$REP1$PLOT26$ROW25$RANGE8$LH82 X PHB47,High,Hybrid HIPS,1,Hybrid,Dryland,19.5,18.1,4.1,2.5,24.3,24.3,34.6,NA,164.3,yellow,N
Missouri Valley,25,9,WF9 X H95,66.09,11.27,4.04,1.71,1.15,130,MV$HYBRID-HIPS$REP1$PLOT30$ROW25$RANGE9$WF9 X H95,High,Hybrid HIPS,1,Hybrid,Dryland,18.4,16.5,3.9,2.4,20.2,20.2,33.4,NA,123.5,yellow,N
Missouri Valley,25,10,B37 X MO17,70.68,10.1,4.19,1,0.93,134,MV$HYBRID-HIPS$REP1$PLOT34$ROW25$RANGE10$B37 X MO17,High,Hybrid HIPS,1,Hybrid,Dryland,18.2,15.6,4.4,2.6,23.5,23.5,31.8,NA,142.2,yellow,N
Missouri Valley,25,11,B37 X H95,69.13,9.49,3.82,1.36,1.18,138,MV$HYBRID-HIPS$REP1$PLOT38$ROW25$RANGE11$B37 X H95,High,Hybrid HIPS,1,Hybrid,Dryland,18.8,18.2,4.4,2.6,22.8,22.8,31.8,NA,178.1,yellow,N
Missouri Valley,25,12,LH195 X 3IIH6,67.45,9.09,4.37,0.96,1.07,142,MV$HYBRID-HIPS$REP1$PLOT42$ROW25$RANGE12$LH195 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,15.9,15.6,4.2,2.6,20.6,20.6,26.1,NA,136.5,yellow,N
Missouri Valley,25,13,B84 X 3IIH6,68.86,8.5,3.93,0.85,1.19,146,MV$HYBRID-HIPS$REP1$PLOT46$ROW25$RANGE13$B84 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,18.9,17.9,4.5,2.9,24.1,24.1,31.2,NA,189.1,yellow,N
Missouri Valley,25,14,4N506 X 3IIH6,68.75,8.56,4.41,0.74,1.2,150,MV$HYBRID-HIPS$REP1$PLOT50$ROW25$RANGE14$4N506 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,19.4,19.4,4.5,2.8,25.6,25.6,33.7,NA,199.2,yellow,N
Missouri Valley,25,15,PHG39 X PHM49,72.67,7.91,4.52,0.2,0.92,154,MV$HYBRID-HIPS$REP1$PLOT54$ROW25$RANGE15$PHG39 X PHM49,High,Hybrid HIPS,1,Hybrid,Dryland,19.5,19.8,3.9,2.4,20.7,20.7,27.8,NA,147.1,yellow,N
Missouri Valley,25,16,LH195 X PHM49,70.5,9.64,4.49,0.95,1.1,158,MV$HYBRID-HIPS$REP1$PLOT58$ROW25$RANGE16$LH195 X PHM49,High,Hybrid HIPS,1,Hybrid,Dryland,21.1,21.1,4.1,2.5,37.4,37.4,31.4,NA,187.5,yellow,N
Missouri Valley,25,17,2FACC X 3IIH6,69.24,10.57,4.08,1.73,1.48,162,MV$HYBRID-HIPS$REP1$PLOT62$ROW25$RANGE17$2FACC X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,18.1,18.2,4.2,2.6,26.2,26.2,23.3,NA,127.3,yellow,N
Missouri Valley,25,18,PHB47 X PHJ89,68.42,9.56,3.31,1.12,1.15,166,MV$HYBRID-HIPS$REP1$PLOT66$ROW25$RANGE18$PHB47 X PHJ89,High,Hybrid HIPS,1,Hybrid,Dryland,20.5,NA,4,2.1,28.6,28.6,36.1,NA,197.2,yellow,N
Missouri Valley,25,19,2369 X 3IIH6,66.64,10.89,3.87,1.43,1.13,170,MV$HYBRID-HIPS$REP1$PLOT70$ROW25$RANGE19$2369 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,16.9,14.5,4.4,2.6,31.4,31.4,32,NA,166.4,yellow,N
Missouri Valley,25,20,PHT69 X 3IIH6,68.33,9,4.09,0.85,1.09,174,MV$HYBRID-HIPS$REP1$PLOT74$ROW25$RANGE20$PHT69 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,16,NA,4,2.5,17.3,17.3,24.5,NA,119.5,orange,N
Missouri Valley,25,21,PHK56 X 3IIH6,68.55,7.82,4.07,1.02,1.12,178,MV$HYBRID-HIPS$REP1$PLOT78$ROW25$RANGE21$PHK56 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Dryland,15.6,NA,4.1,2.2,23.7,23.7,22.6,NA,145.3,yellow,N
Missouri Valley,25,22,LH185 X W606S,72.95,6.73,4.17,1.36,1.21,182,MV$HYBRID-HIPS$REP1$PLOT82$ROW25$RANGE22$LH185 X W606S,High,Hybrid HIPS,1,Hybrid,Dryland,21.4,NA,4.6,3.1,29.1,29.1,26.4,NA,207.2,yellow,N
Missouri Valley,25,23,PHP02 X PHJ89,68.93,7.47,4.25,0.96,1.06,186,MV$HYBRID-HIPS$REP1$PLOT86$ROW25$RANGE23$PHP02 X PHJ89,High,Hybrid HIPS,1,Hybrid,Dryland,15.4,NA,3.8,2,15.6,15.6,25.6,NA,116.5,yellow,N
Missouri Valley,25,24,PHW52 X PHZ51,68.09,8.32,3.99,1.25,1.21,202,MV$HYBRID-HIPS$REP2$PLOT2$ROW25$RANGE24$PHW52 X PHZ51,High,Hybrid HIPS,2,Hybrid,Dryland,19.1,NA,4.4,2.6,25.3,25.3,26.4,NA,192.9,yellow,N
Missouri Valley,25,25,B37 X MO17,72.36,8.44,3.93,1.42,1.18,206,MV$HYBRID-HIPS$REP2$PLOT6$ROW25$RANGE25$B37 X MO17,High,Hybrid HIPS,2,Hybrid,Dryland,19,NA,3.8,2,19.4,19.4,20.5,NA,120.8,yellow,N
Missouri Valley,25,26,LH123HT X 3IIH6,67.36,9.05,3.97,1.3,1.07,210,MV$HYBRID-HIPS$REP2$PLOT10$ROW25$RANGE26$LH123HT X 3IIH6,High,Hybrid HIPS,2,Hybrid,Dryland,17.9,NA,3.8,2.4,22.1,22.1,31.6,NA,116.2,yellow,N
Missouri Valley,25,27,PHP02 X LH82,69.31,8.25,3.33,0.84,1.02,214,MV$HYBRID-HIPS$REP2$PLOT14$ROW25$RANGE27$PHP02 X LH82,High,Hybrid HIPS,2,Hybrid,Dryland,18.6,NA,4,2.6,28.3,28.3,26.6,NA,159,yellow,N
Missouri Valley,25,28,PHB47 X PHK56,68.06,8.65,4.18,1.26,1.12,218,MV$HYBRID-HIPS$REP2$PLOT18$ROW25$RANGE28$PHB47 X PHK56,High,Hybrid HIPS,2,Hybrid,Dryland,18.6,NA,4.2,2.5,22.3,22.3,29.1,NA,151.4,yellow,N
Missouri Valley,25,29,B73 X PHN82,67.33,8.34,4.23,1.39,1.17,222,MV$HYBRID-HIPS$REP2$PLOT22$ROW25$RANGE29$B73 X PHN82,High,Hybrid HIPS,2,Hybrid,Dryland,15.1,NA,4.2,2.2,25.3,25.3,28.5,NA,160.8,yellow,N
Missouri Valley,25,30,B73 X MO17,67.2,10.15,4.47,0.91,1.13,226,MV$HYBRID-HIPS$REP2$PLOT26$ROW25$RANGE30$B73 X MO17,High,Hybrid HIPS,2,Hybrid,Dryland,18,NA,3.6,2,19.9,19.9,17.8,NA,131.1,yellow,N
Missouri Valley,25,31,PHB47 X LH185,70.45,10.39,4.39,0.58,0.94,230,MV$HYBRID-HIPS$REP2$PLOT30$ROW25$RANGE31$PHB47 X LH185,High,Hybrid HIPS,2,Hybrid,Dryland,15.6,NA,4.1,2.9,16.6,16.6,17.9,NA,103.6,yellow,N
Missouri Valley,25,32,PHN46 X PHB47,68.5,8.42,4.14,1.18,1.05,234,MV$HYBRID-HIPS$REP2$PLOT34$ROW25$RANGE32$PHN46 X PHB47,High,Hybrid HIPS,2,Hybrid,Dryland,18.2,17.8,4,2.9,28.2,28.2,29.7,NA,152.8,yellow,N
Missouri Valley,25,33,COMMERCIAL HYBRID 3,69.57,9.23,4.81,0.72,0.89,238,MV$HYBRID-HIPS$REP2$PLOT38$ROW25$RANGE33$COMMERCIAL HYBRID 3,High,Hybrid HIPS,2,Hybrid,Dryland,15.8,14.4,4.2,2.9,24.3,24.3,22.3,NA,109.8,yellow,N
Missouri Valley,25,34,PHK56 X PHJ89,68.21,8.14,4.35,1.06,1.29,242,MV$HYBRID-HIPS$REP2$PLOT42$ROW25$RANGE34$PHK56 X PHJ89,High,Hybrid HIPS,2,Hybrid,Dryland,18.2,17,4,2.4,25.4,25.4,27.3,NA,153.5,yellow,N
Missouri Valley,25,37,PHW52 X PHM49,68.99,8.63,3.75,1.02,0.99,254,MV$HYBRID-HIPS$REP2$PLOT54$ROW25$RANGE37$PHW52 X PHM49,High,Hybrid HIPS,2,Hybrid,Dryland,20.8,19.9,4.4,2.6,27.7,27.7,35.3,NA,174.7,yellow,N
