Person,QR Code,Ear #,Kernel Color,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Kernel Count,Cob Width,Cob Length,Cob Weight,100 Kernel weight,Total Moisture
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1469$Row2$Range6$F42 x Mo17,2,yellow,4,11.5,16,30,81.5,273,3,10.5,11.5,25,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1469$Row2$Range6$F42 x Mo17,3,yellow/ red spots,4.5,12.5,14,32,108.3,340,3,10.5,14,26.2,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1469$Row2$Range6$F42 x Mo17,4,yellow,4.5,16,18,41,172.3,576,3.5,15.5,20.4,26.8,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1348$Row7$Range10$B73 x 3IIH6,1,Yellow,4,14.5,14,34,145.05,508,2.5,16,17.54,24.84,9.8
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1348$Row7$Range10$B73 x 3IIH6,2,Yellow,4,14.5,16,38,163.85,571,2.5,16.5,19.87,24.01,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1348$Row7$Range10$B73 x 3IIH6,3,Yellow,4.5,14,18,33,152.1,571,2.5,15,15.92,23.75,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1348$Row7$Range10$B73 x 3IIH6,4,Yellow,4,12,18,27,122.4,495,2.5,14.5,17.67,22.36,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1471$Row2$Range8$PHZ51 x LH145,1,yellow/ red stripes,4.5,16,16,31,165.9,498,3,14,24.3,28.4,10.4
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1471$Row2$Range8$PHZ51 x LH145,2,yellow/ red stripes,4.5,16,16,33,167.8,493,3,14.5,26,27.2,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1471$Row2$Range8$PHZ51 x LH145,3,yellow/ red stripes,4.5,17.5,16,37,191.7,580,3,16,26.5,27.8,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1471$Row2$Range8$PHZ51 x LH145,4,yellow/ red stripes,4.5,17.5,16,36,190,543,3,15,25.6,27.9,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1467$Row2$Range4$PHT69 x 3IIH6,1,yellow,4,12.5,18,35,124.4,469,3,12.5,19,21.9,10.2
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1467$Row2$Range4$PHT69 x 3IIH6,2,yellow/ orange,4.5,18,16,46,208.8,693,3,17.5,31.3,25.8,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1467$Row2$Range4$PHT69 x 3IIH6,3,yellow,4.5,15.5,16,40,157.3,526,3.5,15.5,25.4,24.9,
JB,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1467$Row2$Range4$PHT69 x 3IIH6,4,yellow,4,13,14,35,120.6,426,3,13.5,18.7,23.4,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1344$Row7$Range6$PHB47 x LH185,1,yellow,4.5,15,16,37,163.77,553,2.5,18,20.16,25.32,9.4
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1344$Row7$Range6$PHB47 x LH185,2,yellow,4.5,14,18,32,133.35,530,3,14.5,13.6,21.59,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1344$Row7$Range6$PHB47 x LH185,3,yellow,4,14,16,35,99.5,383,2.5,14.5,13.02,22.99,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1344$Row7$Range6$PHB47 x LH185,4,yellow,4,13.5,16,32,100.91,444,2.5,14,12.73,22.51,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1508$Row1$Range20$PHW52 x PHN82,1,yellow/ red stripes,4,13,16,32,136.87,435,2.5,13,13.15,28.73,8.9
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1508$Row1$Range20$PHW52 x PHN82,2,yellow/ red stripes,4,11,16,31,119.37,442,2.5,14.5,13,28.94,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1508$Row1$Range20$PHW52 x PHN82,3,yellow/ red stripes,4,11.5,14,31,96.48,344,2.5,12.5,12.06,25.51,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1508$Row1$Range20$PHW52 x PHN82,4,yellow/ red stripes,4,10,16,25,94.35,340,2.5,12,11.8,24.53,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1470$Row2$Range7$Pioneer P0589 AMXT,1,Yellow,4,18,16,36,211.4,593,3,19.5,30.62,29.61,9.6
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1470$Row2$Range7$Pioneer P0589 AMXT,2,Yellow,4,14,18,30,145.43,506,2.5,15.5,20.75,23.93,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1470$Row2$Range7$Pioneer P0589 AMXT,3,Yellow,4,13,18,30,140.35,476,2.5,15.5,19.49,25.88,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1470$Row2$Range7$Pioneer P0589 AMXT,4,Yellow,4.5,17,16,38,183.86,555,2.5,18,24.37,28.53,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1473$Row2$Range10$PHW52 x LH185,1,Yellow,4.5,16.5,16,42,195.7,655,2.5,18,25.94,26.26,10.4
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1473$Row2$Range10$PHW52 x LH185,2,Yellow,4,15,12,38,146.63,454,2.5,16.5,21.1,28.09,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1473$Row2$Range10$PHW52 x LH185,3,Yellow,4,18.5,14,42,194.38,587,2.5,18.5,27.35,28.59,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1473$Row2$Range10$PHW52 x LH185,4,Yellow,4.5,15,14,37,165.64,533,2.5,15.5,22.57,28.54,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1466$Row2$Range3$4N506 x 3IIH6,1,yellow,4.5,15,16,39,181.2,595,3,15.5,16.6,29.9,8.9
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1466$Row2$Range3$4N506 x 3IIH6,2,yellow,4.5,14,16,38,146.5,521,3,14.5,14.1,25.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1466$Row2$Range3$4N506 x 3IIH6,3,yellow,4.5,13.5,16,30,139.1,449,3,15.5,14.9,26.7,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1466$Row2$Range3$4N506 x 3IIH6,4,yellow,4,14,14,37,133.8,483,3,15,17,24.7,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1472$Row2$Range9$Syngenta NK0760-3111,1,yellow,4.5,15.5,14,39,181.7,521,2.5,17,23.2,29.3,8.8
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1472$Row2$Range9$Syngenta NK0760-3111,2,yellow,4.5,14.5,14,39,180.2,519,3,16,22.4,31,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1472$Row2$Range9$Syngenta NK0760-3111,3,yellow,4.5,14.5,14,33,161.9,487,3,15,19.5,29.6,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1472$Row2$Range9$Syngenta NK0760-3111,4,yellow,4,9,12,19,84.4,170,2.5,9.5,13.3,42.3,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1349$Row7$Range11$PHK56 x LH82,1,yellow,4.5,17,14,42,193.4,536,3,17,22.4,32.9,9
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1349$Row7$Range11$PHK56 x LH82,2,yellow,4.5,13.5,16,36,150.3,536,3,14.5,17.7,23.6,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1349$Row7$Range11$PHK56 x LH82,3,yellow,4.5,16.5,16,42,175.5,628,3,18,20.5,24.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1349$Row7$Range11$PHK56 x LH82,4,yellow,4.5,16,18,39,177.1,631,3,17,21.9,24,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1476$Row2$Range13$F42 x OH43,1,yellow,4.5,15,16,41,161.2,608,3,16.5,20.9,22.3,9.4
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1476$Row2$Range13$F42 x OH43,2,yellow,4.5,11.5,16,29,130.7,412,3,14.5,20.1,25.7,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1476$Row2$Range13$F42 x OH43,3,yellow,4.5,11,18,28,131.2,478,3,12.5,20.1,22.7,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1476$Row2$Range13$F42 x OH43,4,yellow,4.5,12.5,18,31,150.4,526,3,15.5,22.3,24.4,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1474$Row2$Range11$2369 x LH123HT,1,yellow,5,15,18,31,157.9,446,3,16,17.9,31.7,9.4
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1474$Row2$Range11$2369 x LH123HT,2,yellow,5,14.5,20,29,210.7,524,3,14.5,27.7,35.4,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1474$Row2$Range11$2369 x LH123HT,3,yellow,4.5,16,16,36,177.9,517,3,16,18.5,30.2,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1474$Row2$Range11$2369 x LH123HT,4,yellow,4.5,16,16,33,145,454,2.5,16,15.3,29.1,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1391$Row5$Range3$LH195 x PHM49,1,orange,4,17,14,39,169.04,534,3,19,25.7,27.52,8.5
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1391$Row5$Range3$LH195 x PHM49,2,orange,4,12,14,28,109.13,368,2.5,14.5,14.17,25.72,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1391$Row5$Range3$LH195 x PHM49,3,orange,4,14.5,14,33,123.53,431,3,17,17.13,26.02,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1391$Row5$Range3$LH195 x PHM49,4,orange,3.5,13,14,29,103.1,374,2.5,15,14.35,24.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1477$Row2$Range14$PHP02 x LH198,1,orange/purple stripes,4,11.5,14,28,99.1,360,2.5,13.5,16.7,22.6,8.8
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1477$Row2$Range14$PHP02 x LH198,2,yellow/purple stripes,4,11.5,16,30,98.2,438,2.5,14,13,19.5,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1477$Row2$Range14$PHP02 x LH198,3,yellow/purple stripes,4.5,14,16,39,135.1,557,2.5,16.5,16.1,22,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1477$Row2$Range14$PHP02 x LH198,4,yellow/purple stripes,4.5,17,16,43,163.2,593,3,17.5,20.9,23.7,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1393$Row5$Range5$PHJ40 x LH82,1,Yellow/red stripes,3.5,13.5,16,30,116.47,465,2.5,14.5,15.73,21.71,8.7
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1393$Row5$Range5$PHJ40 x LH82,2,Yellow/red stripes,4,13,12,26,103.36,307,2.5,14.5,13.44,29.1,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1393$Row5$Range5$PHJ40 x LH82,3,Yellow/red stripes,4,11.5,14,26,105.32,322,2.5,13.5,13.28,29.32,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1393$Row5$Range5$PHJ40 x LH82,4,Yellow/red stripes,3.5,12,12,29,70.32,267,2.5,12,13.43,23.61,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1475$Row2$Range12$Pioneer 1311 AMXT,1,yellow,4.5,18,16,41,181.5,589,3,18.5,23.1,26.8,9.2
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1475$Row2$Range12$Pioneer 1311 AMXT,2,yellow,4.5,19,16,40,204.2,619,3,19,27.9,29.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1475$Row2$Range12$Pioneer 1311 AMXT,3,yellow,4.5,16,16,36,150.9,518,3,17,19.4,24.3,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1475$Row2$Range12$Pioneer 1311 AMXT,4,yellow,5,20.5,18,43,271.7,682,3,21,40,33.1,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1468$Row2$Range5$2FACC x 3IIH6,1,yellow/red stripes,4,14.5,14,35,129.6,451,2.5,17.5,17.6,25.1,9.8
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1468$Row2$Range5$2FACC x 3IIH6,2,yellow/red stripes,4.5,18,14,45,207.7,631,3,20,25.4,27.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1468$Row2$Range5$2FACC x 3IIH6,3,yellow/red stripes,4,12.5,14,28,96.7,328,2.5,17.5,15.3,24.9,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1468$Row2$Range5$2FACC x 3IIH6,4,yellow/red stripes,4,15,14,35,141.5,475,2.5,18.5,17.7,26.4,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1395$Row5$Range7$LH195 x LH123HT,1,Yellow/red stripes,4.5,15,18,34,167.43,558,2.5,15.5,17.72,27.5,8.8
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1395$Row5$Range7$LH195 x LH123HT,2,Yellow/red stripes,4.5,16,16,36,190.39,614,3,17.5,22.15,27.58,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1395$Row5$Range7$LH195 x LH123HT,3,Yellow/red stripes,4,15,16,19,92,271,2.5,15,14.6,29.16,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1395$Row5$Range7$LH195 x LH123HT,4,Yellow/red stripes,4.5,14.5,16,30,144.38,498,2.5,17,16.5,26.36,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1401$Row5$Range13$WF9 x H95,1,yellow/purple stripes,4,16,14,37,152.3,497,2.5,19,19.2,27.3,8.6
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1401$Row5$Range13$WF9 x H95,2,yellow,4.5,17,16,38,198.5,597,3,18.5,22.7,29.3,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1401$Row5$Range13$WF9 x H95,3,yellow/purple stripes,4,11,16,24,111.2,361,3,14,15,26.4,
AI,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1401$Row5$Range13$WF9 x H95,4,orange/red stripes,4.5,10,18,21,93.7,326,2.5,11.5,10.6,25,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1396$Row5$Range8$PHN46 x W606S,1,yellow,4,15.5,14,37,154.05,523,2.5,17.5,16.22,27.31,8.1
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1396$Row5$Range8$PHN46 x W606S,2,yellow,4,13.5,16,34,136.59,552,2.5,15,14.53,23.71,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1396$Row5$Range8$PHN46 x W606S,3,yellow,4,14.5,8,21,109.38,279,2.5,15,15.21,34.49,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1396$Row5$Range8$PHN46 x W606S,4,yellow,4,13,16,30,132.73,469,2.5,14,11.86,26.49,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1392$Row5$Range4$PHK76 x LH198,1,yellow/Red stripes,4.5,13,18,31,142.03,541,2.5,13.5,18.94,23.8,7.8
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1392$Row5$Range4$PHK76 x LH198,2,yellow/Red stripes,4,12,20,32,147.64,580,2.5,13,19.41,24.92,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1392$Row5$Range4$PHK76 x LH198,3,yellow/Red stripes,3.5,10.5,15,30,82.86,451,2.5,12,10.93,23.36,
ND,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1392$Row5$Range4$PHK76 x LH198,4,yellow/Red stripes,4,9.5,20,20,92.88,364,2.5,11,13.22,21.72,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1394$Row5$Range6$PHK76 x 3IIH6,1,yellow,4,12.5,16,32,132.04,536,2.5,15,22.39,20.38,9.1
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1394$Row5$Range6$PHK76 x 3IIH6,2,yellow,4,16,15,35,127.29,507,2.5,16,22.42,23.35,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1394$Row5$Range6$PHK76 x 3IIH6,3,yellow,4,12,14,30,81.87,306,2.5,13,15.46,23.36,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1394$Row5$Range6$PHK76 x 3IIH6,4,yellow,3.5,12.5,14,35,84.16,343,2.5,13.5,14.89,20.59,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1399$Row5$Range11$2369 x 3IIH6,1,yellow,4,15,14,39,137.2,504,2.5,16,19.01,23.59,9
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1399$Row5$Range11$2369 x 3IIH6,2,yellow,3.5,14,13,32,119.31,399,2.5,15.5,17.48,25.67,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1399$Row5$Range11$2369 x 3IIH6,3,yellow,3.5,11,14,29,87.15,349,2.5,13,14.51,22.34,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1399$Row5$Range11$2369 x 3IIH6,4,yellow,4,13.5,14,31,115.27,426,2,16,16.61,23.9,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1400$Row5$Range12$PHN46 x PHK56,1,yellow/red stripes,3.5,17,12,42,156.5,464,2,18,20.3,28.5,8.6
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1400$Row5$Range12$PHN46 x PHK56,2,Yellow/Red stripes,3.5,14.5,18,34,141.7,527,2.5,15.5,20.1,23,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1400$Row5$Range12$PHN46 x PHK56,3,Yellow/red stripes,3.5,14,14,32,127.9,436,2,16,18.4,24.1,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1400$Row5$Range12$PHN46 x PHK56,4,yellow/red stripes,3,11.5,13,28,100.3,345,2,14.5,13.3,25.5,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1398$Row5$Range10$LH198 x PHZ51,1,yellow/orange,3.5,13,16,32,130.13,494,2.5,15,18.77,23.4,7.9
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1398$Row5$Range10$LH198 x PHZ51,2,yellow/orange,3.5,7,11,12,44.43,120,3,10,16.78,23.95,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1398$Row5$Range10$LH198 x PHZ51,3,yellow/orange,4,10,15,21,97.07,348,2.5,13,16.26,24.99,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1398$Row5$Range10$LH198 x PHZ51,4,yellow,3.5,11.5,16,30,116.01,415,2.5,14,17.67,23.47,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1397$Row5$Range9$2369 x PHN82,1,Yellow,3,13,16,38,157.5,502,2,16,17.7,25.1,8.5
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1397$Row5$Range9$2369 x PHN82,2,Yellow,3.5,11.5,16,29,123.7,420,2,15.5,15.4,25.1,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1397$Row5$Range9$2369 x PHN82,3,Yellow,3.5,16,14,39,168.5,498,2.5,18.5,20.1,28.4,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1397$Row5$Range9$2369 x PHN82,4,Yellow,4,19.5,14,46,238,611,2.5,20.5,34.3,33.8,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1402$Row5$Range14$LH82 x W606S,1,yellow/red stripes,4,15,14,41,126.33,531,3,16,16.91,19.6,9.4
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1402$Row5$Range14$LH82 x W606S,2,yellow,3.5,14,14,38,114.79,532,2.5,15,15.55,18.86,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1402$Row5$Range14$LH82 x W606S,3,yellow/red stripes,3.5,11.5,13,27,74.68,304,2.5,14,11.44,20.79,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep1$Plot1402$Row5$Range14$LH82 x W606S,4,yellow,4,13,13,27,95.73,352,2.5,14.5,14.36,23.92,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1430$Row4$Range17$PHK76 x LH198,1,Yellow,2.5,11,14,33,90.5,347,2,15,11.5,21.6,9.3
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1430$Row4$Range17$PHK76 x LH198,2,Yellow,2.5,10,14,27,75.8,332,2,11,11.7,18.4,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1430$Row4$Range17$PHK76 x LH198,3,Yellow,3,11.5,14,31,98.8,380,2,12,16,22.3,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1430$Row4$Range17$PHK76 x LH198,4,Yellow,2.5,8.5,12,25,62.7,252,2,9.5,10.8,20.5,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1434$Row4$Range21$Syngenta NK0760-3111,1,yellow/red stripes,4,14,15,34,111.25,476,2.5,14.5,13.94,23.02,8.3
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1434$Row4$Range21$Syngenta NK0760-3111,2,yellow,4,13.5,14,34,114.52,452,3,15,17.63,21.19,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1434$Row4$Range21$Syngenta NK0760-3111,3,yellow,4,12,16,32,94.13,492,2.5,14,13.36,16.79,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1434$Row4$Range21$Syngenta NK0760-3111,4,yellow,4,7.5,16,13,54.72,157,3,7.5,9.54,30.06,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1429$Row4$Range16$Hoegemeyer 8065RR,1,Yellow/Orange,2.5,9.5,14,27,77.3,291,2,11.5,13.5,22.9,9.1
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1429$Row4$Range16$Hoegemeyer 8065RR,2,Yellow/Orange,3,10.5,14,32,92.5,362,2,12,16,21.4,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1429$Row4$Range16$Hoegemeyer 8065RR,3,Yellow/Orange,3,10,12,22,78,156,2.5,10.5,12.3,24.8,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1429$Row4$Range16$Hoegemeyer 8065RR,4,Yellow/Orange,3.5,11.5,12,27,86.3,297,2,12.5,14.8,23.5,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1432$Row4$Range19$PHN46 x W606S,1,Yellow,3.5,12.5,18,30,93.7,454,2,14,13.2,17.7,9.9
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1432$Row4$Range19$PHN46 x W606S,2,Yellow,3,13,13,26,54.7,228,2,13,11.1,18.7,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1432$Row4$Range19$PHN46 x W606S,3,Yellow,3.5,8.5,17,23,51.7,245,2,9.5,7.3,17.8,
HK,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1432$Row4$Range19$PHN46 x W606S,4,Yellow,3.5,13,14,36,72.9,353,2,14.5,13.1,17,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1438$Row4$Range25$LH145 x LH162,1,yellow/orange,4,12.5,14,34,98.19,363,3,12.5,17.26,23.17,9.2
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1438$Row4$Range25$LH145 x LH162,2,yellow/orange,4.5,13,15,33,110.79,412,3,14,20.22,22.46,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1438$Row4$Range25$LH145 x LH162,3,yellow/orange,4,11.5,16,31,92.58,409,3,13,15.72,19.29,
MF,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1438$Row4$Range25$LH145 x LH162,4,yellow/orange,4,11,14,27,96.59,347,3,13,16.93,23.65,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1433$Row4$Range20$PHG39 x PHN82,1,Yellow,3.5,11.5,16,29,116.3,399,2.5,12,14.1,25.4,8.5
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1433$Row4$Range20$PHG39 x PHN82,2,Yellow,3.5,13,16,31,155.4,443,2.5,14.5,15.5,23.3,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1433$Row4$Range20$PHG39 x PHN82,3,Yellow,4,10,14,24,84.8,301,2.5,14,13.4,23.6,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1433$Row4$Range20$PHG39 x PHN82,4,Yellow,4,14.5,14,32,132.1,426,2.5,16.5,18.6,26.5,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1439$Row4$Range26$B84 x 3IIH6,1,Yellow/Orange,3.5,10.5,14,27,103,324,2.5,13.5,12.8,28.9,8.3
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1439$Row4$Range26$B84 x 3IIH6,2,Yellow/Orange,3.5,12,14,29,121.6,371,2.5,12.5,14.7,29.3,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1439$Row4$Range26$B84 x 3IIH6,3,Yellow/Orange,4,13.5,14,33,150.8,450,2.5,15.5,17.4,28.6,
Hk,Scottsbluff$Hybrid-HIPS - High Nitrogen$Rep2$Plot1439$Row4$Range26$B84 x 3IIH6,4,Yellow/Orange,4,16.5,14,41,187,525,2.5,17.5,21.5,32,
