Person,QR Code,Ear #,Kernel Color,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Kernel Count,Cob Width,Cob Length,Cob Weight,100 Kernel weight,Total Moisture
LL,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1059$Row3$Range1$PHN46 x PHK56,4,Yellow,4,14,14,38,156.23,572,2,14,17.37,24.65,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot574$Row14$Range3$PHB47 x PHK56,1,yellow,3,10,12,27,55.9,262,2.5,10.5,7.31,18.2,4.99
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot574$Row14$Range3$PHB47 x PHK56,2,yellow,3.5,15.5,14,41,137.4,551,2.5,16,17.04,20.59,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot574$Row14$Range3$PHB47 x PHK56,3,yellow,3.5,14,14,30,110.26,394,2.5,15,13.08,24.22,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot574$Row14$Range3$PHB47 x PHK56,4,yellow,3.5,15,14,40,134.5,581,2.5,16,18.01,18.91,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot567$Row7$Range3$B37 x OH43,1,yellow,4,10,18,23,82.95,238,2.5,11.5,18.25,27.71,4.19
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot567$Row7$Range3$B37 x OH43,2,yellow,3.5,12.5,18,27,101.35,376,2,13,18.26,23.65,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot567$Row7$Range3$B37 x OH43,3,yellow,4,12,16,30,137.02,440,2.5,13.5,18.45,25.74,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot567$Row7$Range3$B37 x OH43,4,yellow,3.5,13.5,16,32,115.22,404,2.5,13.5,17.09,22.99,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot565$Row5$Range3$PHK56 x LH185,1,yellow,4.5,15.5,14,31,143.66,397,2.5,16,20.55,29.15,4.11
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot565$Row5$Range3$PHK56 x LH185,2,yellow,4,18,14,35,167.69,479,2.5,18,21.93,28.61,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot565$Row5$Range3$PHK56 x LH185,3,yellow,4,17.5,16,31,178.83,534,3,17.5,23.39,27.89,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot565$Row5$Range3$PHK56 x LH185,4,yellow,4.5,16.5,14,28,171,442,2.5,16,20.9,34.03,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot569$Row9$Range3$PHP02 x LH198,1,yellow,4,13.5,16,29,140.22,499,3,16,19.39,23.53,4.42
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot569$Row9$Range3$PHP02 x LH198,2,yellow,4.5,14,16,29,149.68,443,3,15,20.97,27.5,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot569$Row9$Range3$PHP02 x LH198,3,yellow,4.5,13,16,28,148,431,3,15.5,21.97,27.63,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep2$Plot569$Row9$Range3$PHP02 x LH198,4,yellow,4,13.5,14,27,138.34,382,3,15.5,20.48,28,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot566$Row6$Range3$B73 x Mo17,1,yellow,4,16,13,32,142.56,360,2.5,17.5,22.73,34.81,4.65
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot566$Row6$Range3$B73 x Mo17,2,yellow,4.5,17.5,16,43,229.49,477,3,19.5,25.05,37.84,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot566$Row6$Range3$B73 x Mo17,3,yellow,4,15,14,39,169.81,419,2.5,17,19.29,38.42,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot566$Row6$Range3$B73 x Mo17,4,yellow,4,14.5,14,33,146.68,360,2.5,16.5,21.37,34.58,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot563$Row3$Range3$LH145 x LH162,1,yellow,3.5,12.5,16,29,104.23,362,2.5,16,16.28,25.26,6.3
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot563$Row3$Range3$LH145 x LH162,2,yellow,3,13,16,28,89.66,441,2.5,15,16.17,19.67,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot563$Row3$Range3$LH145 x LH162,3,yellow,3.5,12.5,14,30,103.26,407,2.5,16,15.53,20.03,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot563$Row3$Range3$LH145 x LH162,4,yellow,3,15,14,39,114.01,559,2.5,19,19.82,16.29,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot561$Row1$Range3$PHK56 x PHJ89,1,yellow,4,12,15,24,90.74,286,3,13,16.69,24.91,4.25
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot561$Row1$Range3$PHK56 x PHJ89,2,yellow,4,10.5,18,25,94.72,315,3,12,15.94,24.07,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot561$Row1$Range3$PHK56 x PHJ89,3,yellow,4,12.5,18,26,124.56,386,3,13.5,18.9,26.46,
IS,North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot561$Row1$Range3$PHK56 x PHJ89,4,yellow,4.5,13.5,16,30,156.9,485,3,15,24.54,25.31,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1058$Row2$Range1$PHK76 x LH82,1,yellow,3.5,13.5,14,27,89.49,348,2.5,16,14.96,21,10.1
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1058$Row2$Range1$PHK76 x LH82,2,yellow,3.5,10.5,16,24,87.94,388,2.5,15.5,14.85,18.47,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1058$Row2$Range1$PHK76 x LH82,3,yellow,3.5,12,18,28,95.25,418,2.5,16,14.85,18.13,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1058$Row2$Range1$PHK76 x LH82,4,yellow,3.5,14,16,31,112.46,484,2.5,17,17.22,18.42,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1063$Row7$Range1$PHP02 x PHN46,1,yellow,3.5,11,14,27,91.36,370,2.5,17,18.15,18.84,7.3
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1063$Row7$Range1$PHP02 x PHN46,2,yellow,3.5,14,14,24,106.19,414,2.5,16,16.14,21.5,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1063$Row7$Range1$PHP02 x PHN46,3,yellow,3.5,16.5,16,34,131.6,527,2.5,16.5,20.39,20.03,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1063$Row7$Range1$PHP02 x PHN46,4,yellow,4,13.5,16,30,141.86,489,3,17.5,21.7,24.31,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1068$Row12$Range1$PHK56 x LH185,1,yellow,3,15,14,30,99.75,383,2,16,15,22.2,8
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1068$Row12$Range1$PHK56 x LH185,2,yellow,3,15.5,14,33,97.57,406,2.5,16.5,16.27,20.16,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1068$Row12$Range1$PHK56 x LH185,3,yellow,3.5,13,14,31,98.07,414,2,14.5,15.55,18.43,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1068$Row12$Range1$PHK56 x LH185,4,yellow,3.5,14.5,14,27,96.13,419,2.5,15,16.78,17.7,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1065$Row9$Range1$PHP02 x LH198,1,yellow,4,11.5,14,21,92.74,340,2.5,13,15.21,22.95,7.1
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1065$Row9$Range1$PHP02 x LH198,2,yellow,3.5,12,14,28,105.28,388,2.5,13.5,16.38,22.85,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1065$Row9$Range1$PHP02 x LH198,3,yellow,4,13.5,15,30,125.57,492,2.5,15,19.33,19.69,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1065$Row9$Range1$PHP02 x LH198,4,yellow,4,12.5,14,35,110.8,418,2.5,14.5,17.44,22.33,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1072$Row18$Range1$LH195 x LH185,1,yellow,3,11.5,14,25,56.03,269,2,12,6.6,18.22,7.3
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1072$Row18$Range1$LH195 x LH185,2,yellow,3.5,12.5,12,30,81.31,287,2,13.5,11.93,24.2,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1072$Row18$Range1$LH195 x LH185,3,yellow,3.5,13,12,29,84.86,330,2,15.5,11.19,22.33,
IS,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1072$Row18$Range1$LH195 x LH185,4,yellow,3.5,14,14,32,114.81,414,2.5,16,16.95,23.05,
LL,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1076$Row22$Range1$PHK56 x LH198,1,Yellow,3.5,13,12,36,104.36,395,2,13.5,16.15,26.67,8.2
LL,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1076$Row22$Range1$PHK56 x LH198,2,Yellow,3,9.5,14,30,74.74,301,2,12,11.96,18.69,
LL,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1076$Row22$Range1$PHK56 x LH198,3,Yellow,3.5,11.5,14,33,95.53,395,2,12.5,14.9,24.25,
LL,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1076$Row22$Range1$PHK56 x LH198,4,Yellow,3,11.5,14,34,91.97,433,2,12.5,13.65,17.81,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1066$Row10$Range1$PHP02 x PHB47,1,Yellow,3.5,13.5,13,35,108.43,390,2.5,17.5,18.03,23.61,6.8
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1066$Row10$Range1$PHP02 x PHB47,2,Yellow,3.5,12,12,26,89.73,294,2,15.5,14.7,26.07,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1066$Row10$Range1$PHP02 x PHB47,3,Yellow,3.5,13,14,32,104.01,425,2,16.5,18.56,19.06,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1066$Row10$Range1$PHP02 x PHB47,4,Yellow,3.5,12,14,26,101.55,359,2.5,17,16.9,24.66,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot462$Row14$Range31$2369 x PHP02,1,yellow,4.5,18.5,14,38,187.5,443,3,20,33.2,34.8,4.13
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot462$Row14$Range31$2369 x PHP02,2,yellow,4.5,17.5,16,37,217.9,568,3,19,30.3,32,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot462$Row14$Range31$2369 x PHP02,3,yellow,4,15.5,18,34,173.1,508,3,16,24.2,29,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot462$Row14$Range31$2369 x PHP02,4,yellow,4,15.5,14,36,154.4,384,3,17,23.5,34.7,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1075$Row21$Range1$LH145 x LH162,1,Yellow,3,10,14,23,73.73,314,1.5,14.5,13.73,19.93,13.3
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1075$Row21$Range1$LH145 x LH162,2,Yellow,2.5,11.5,14,24,61.98,316,1.5,14.5,13.86,15.83,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1075$Row21$Range1$LH145 x LH162,3,Yellow,2.5,10.5,14,28,74.21,351,2,15,15.47,16.49,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1075$Row21$Range1$LH145 x LH162,4,Yellow,2.5,10.5,12,22,44.83,224,2,13,10.49,14.9,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1061$Row5$Range1$LH198 x PHB47,1,yellow,3.5,10.5,14,26,79.1,330,2.5,13,14.4,19.5,7.7
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1061$Row5$Range1$LH198 x PHB47,2,yellow,3.5,12,12,33,101.1,374,2.5,15,15.4,22.5,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1061$Row5$Range1$LH198 x PHB47,3,yellow,3.5,11,12,27,75.1,294,2.5,14,14.4,20.1,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1061$Row5$Range1$LH198 x PHB47,4,yellow,3.5,10.5,14,28,84,353,2.5,13.5,15.7,18.9,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1064$Row8$Range1$LH185 x LH82,1,yellow,3.5,14.5,16,29,104.11,421,2.5,17,17.59,20.1,7
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1064$Row8$Range1$LH185 x LH82,2,yellow,3.5,12.5,14,29,79.99,354,2.5,15,12.64,21.03,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1064$Row8$Range1$LH185 x LH82,3,yellow,3.5,13.5,18,37,114.66,568,2.5,17.5,19.13,16.4,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1064$Row8$Range1$LH185 x LH82,4,yellow,3.5,12.5,18,33,99.96,504,2,15.5,19.72,15.63,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1071$Row17$Range1$PHP02 x PHG47,1,yellow,4,14,20,29,110.1,509,2.5,17.5,16.1,18.4,6.5
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1071$Row17$Range1$PHP02 x PHG47,2,yellow,4,13.5,16,27,97.2,409,2.5,17,14.5,20.3,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1071$Row17$Range1$PHP02 x PHG47,3,yellow,4,14,16,32,118.5,460,3,18,16.3,22.8,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1071$Row17$Range1$PHP02 x PHG47,4,yellow,3.5,14,14,27,89.4,312,2.5,17,13.7,25.1,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot454$Row6$Range31$PHW52 x LH185,1,yellow,5,19.5,16,42,289.8,616,3,20.5,29.7,41.6,4.31
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot454$Row6$Range31$PHW52 x LH185,2,yellow,5,15.5,18,34,199.9,427,3,16,18.8,33.3,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot454$Row6$Range31$PHW52 x LH185,3,yellow,5,19,16,42,254,625,3,19,26.2,36.2,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot454$Row6$Range31$PHW52 x LH185,4,yellow,4.5,16.5,16,37,220.1,563,3,16.5,22.1,35.8,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1074$Row20$Range1$2369 x PHN82,1,yellow,3.5,11.5,16,28,92.84,377,2.5,15,15.2,22.32,9.1
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1074$Row20$Range1$2369 x PHN82,2,yellow,3.5,13,14,36,95.53,439,2.5,15.5,15.1,17.86,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1074$Row20$Range1$2369 x PHN82,3,yellow,3.5,12.5,20,37,107.48,512,2.5,15.5,14.46,17.67,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1074$Row20$Range1$2369 x PHN82,4,yellow,3.5,14.5,14,41,113.29,461,2.5,16,15.55,20.98,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot452$Row4$Range31$B73 x PHN82,1,yellow,5,13.5,18,33,193.9,511,3,15,26.8,32.1,3.94
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot452$Row4$Range31$B73 x PHN82,2,yellow,4.5,14,16,36,159.8,430,3,16,22.2,32.4,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot452$Row4$Range31$B73 x PHN82,3,yellow,4.5,13.5,18,28,167.1,464,3,15.5,24.7,30.5,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot452$Row4$Range31$B73 x PHN82,4,yellow,5,13.5,18,34,163.6,480,3,14.5,22.3,29.5,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot461$Row13$Range31$PHK76 x LH145,1,yellow,4,15,18,32,141.6,546,3,16.5,22.7,21.2,4.29
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot461$Row13$Range31$PHK76 x LH145,2,yellow,4,17,16,35,173.8,531,3,18.5,26.3,27.9,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot461$Row13$Range31$PHK76 x LH145,3,yellow,4,17,14,37,152.6,501,3,18,26.1,26,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot461$Row13$Range31$PHK76 x LH145,4,yellow,4,16,14,37,167.6,474,3,17.5,23.6,29.7,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot450$Row2$Range31$2FACC x 3IIH6,1,yellow,5,15.5,20,30,160.8,460,3,16.5,20.7,31.5,4.66
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot450$Row2$Range31$2FACC x 3IIH6,2,yellow,5,17,16,43,185.8,493,3,19.5,28.7,31.6,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot450$Row2$Range31$2FACC x 3IIH6,3,yellow,5,15.5,18,35,187,523,3,18,25.3,30.9,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot450$Row2$Range31$2FACC x 3IIH6,4,yellow,4.5,15,16,35,181.4,503,3,15,23.1,33.1,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot453$Row5$Range31$PHT69 x 3IIH6,1,yellow,4.5,17,16,35,112.5,328,2.5,17.5,13.4,30.2,4.44
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot453$Row5$Range31$PHT69 x 3IIH6,2,yellow,5,17.5,18,40,185,499,3,19,21.7,31.7,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot453$Row5$Range31$PHT69 x 3IIH6,3,yellow,4.5,18.5,14,40,157.7,449,2.5,19,17.4,31.5,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot453$Row5$Range31$PHT69 x 3IIH6,4,yellow,4.5,17.5,18,36,138.1,376,3,18,15.3,32.7,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1351$Row17$Range16$PHZ51 x LH145,1,yellow ,2.5,10,16,26,88.2,351,2,17,22.1,19.8,8
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1351$Row17$Range16$PHZ51 x LH145,2,yellow,2.5,12.5,14,30,99.5,416,2,18,21.3,18.8,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1351$Row17$Range16$PHZ51 x LH145,3,yellow,3,11,16,27,83.2,351,2,17.5,22.6,17.4,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1351$Row17$Range16$PHZ51 x LH145,4,yellow ,3,9.5,10,25,49.9,205,2,14,13.1,17.6,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1353$Row19$Range16$PHK56 x PHJ89,1,yellow,4,12.5,18,31,116.6,429,2,14.5,17.7,23,.4.41
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1353$Row19$Range16$PHK56 x PHJ89,2,yellow,3.5,13,16,31,103.3,395,2.5,13,14.1,21.7,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1353$Row19$Range16$PHK56 x PHJ89,3,yellow,3,11.5,16,21,65.5,224,2,13,14.4,22.4,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1353$Row19$Range16$PHK56 x PHJ89,4,yellow,3,12,14,34,74,406,2,13.5,10,15.5,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1352$Row18$Range16$B73 x PHZ51,1,yellow,3.5,13,16,36,103.7,454,2.5,16,17.8,18.5,5.88
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1352$Row18$Range16$B73 x PHZ51,2,yellow,3.5,11,16,33,81.6,435,2.5,13,12.7,19.2,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1352$Row18$Range16$B73 x PHZ51,3,yellow,3,9,14,23,51.6,268,2.5,11,7.9,16.7,
ND ,North Platte$HIPS - No Irrigation - High Nitrogen$Rep2$Plot1352$Row18$Range16$B73 x PHZ51,4,Yellow,3.5,12.5,16,33,79.8,403,2.5,14,10.8,16.3,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot463$Row15$Range31$LH82 x W606S,1,red,4.5,16,18,32,134.86,356,2.5,18,24.9,30.93,4.43
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot463$Row15$Range31$LH82 x W606S,2,red,3.5,15,18,29,129.1,471,2.5,16,17.17,23.11,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot463$Row15$Range31$LH82 x W606S,3,red,4,15,18,32,136.02,482,2.5,16,18.7,24.05,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot463$Row15$Range31$LH82 x W606S,4,red,4.5,17,20,40,215.49,740,3,18.5,25.24,25.44,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot457$Row9$Range31$PHN46 x PHK56,1,yellow,4.5,14.5,16,32,174,541,2.5,16.5,16.57,26.39,4.75
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot457$Row9$Range31$PHN46 x PHK56,2,yellow,4.5,15,20,38,224.16,682,2.5,17.5,25.57,29.49,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot457$Row9$Range31$PHN46 x PHK56,3,yellow,4.5,15.5,16,41,220.27,668,2.5,16.5,24.5,28.46,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot457$Row9$Range31$PHN46 x PHK56,4,yellow,4,16.5,14,41,222.72,591,2.5,17,27.42,33.52,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot455$Row7$Range31$PHK56 x 3IIH6,1,yellow,4,14.5,14,33,169.76,478,2.5,15,16.14,31.68,4.73
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot455$Row7$Range31$PHK56 x 3IIH6,2,yellow,4,15.5,14,38,165.05,490,2.5,16.5,19.81,29.73,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot455$Row7$Range31$PHK56 x 3IIH6,3,yellow,4,17,14,36,155.71,498,2.5,17,19.03,28.67,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot455$Row7$Range31$PHK56 x 3IIH6,4,yellow,4,16,16,32,165.61,522,2.5,16.5,20.38,25.44,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot460$Row12$Range31$PHW52 x PHM49,1,yellow,4.5,13.5,17,29,134.83,374,2,13.5,14.38,32.52,4.36
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot460$Row12$Range31$PHW52 x PHM49,2,yellow,4.5,14,16,31,126.07,337,2.5,16,16.24,32.77,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot460$Row12$Range31$PHW52 x PHM49,3,yellow,4.5,14,16,30,169.72,425,2.5,16.5,19.03,33.76,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot460$Row12$Range31$PHW52 x PHM49,4,yellow,4.5,17,14,42,217.16,567,2,19.5,20.17,32.66,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot464$Row16$Range31$B37 x H95,1,yellow,4.5,14.5,16,35,166.98,537,3,16.5,29.9,24.46,4.02
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot464$Row16$Range31$B37 x H95,2,yellow,4,16,16,37,175.46,582,2.5,16,27.66,24.51,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot464$Row16$Range31$B37 x H95,3,yellow,4.5,14,18,32,176.24,589,3,14,28.89,24.08,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot464$Row16$Range31$B37 x H95,4,yellow,4,14.5,18,33,172.45,593,3,14.5,27.52,24.21,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot451$Row3$Range31$LH195 x LH123HT,1,yellow,4,15,18,32,190.62,542,3,16,26.38,28.63,4.27
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot451$Row3$Range31$LH195 x LH123HT,2,yellow,4,15,16,35,168.1,528,2.5,16,19.96,27.18,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot451$Row3$Range31$LH195 x LH123HT,3,yellow,4,16,14,33,174.51,500,3,17,22.52,28.73,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot451$Row3$Range31$LH195 x LH123HT,4,yellow,3.5,15.5,16,33,125.51,400,2.5,15.5,20.19,25.66,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot458$Row10$Range31$LH82 x PHJ89,1,yellow,4,14,16,28,104.63,355,2,15,12.78,24.71,4.44
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot458$Row10$Range31$LH82 x PHJ89,2,yellow,4,16.5,16,33,176.27,518,2.5,19,19.6,25.73,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot458$Row10$Range31$LH82 x PHJ89,3,yellow,4,16.5,16,37,166.89,473,2.5,19,18.71,31.18,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot458$Row10$Range31$LH82 x PHJ89,4,yellow,4,18.5,16,45,217.01,654,2.5,20,24.12,34.85,
IS,North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1341$Row5$Range16$LH82 x PHJ89,1,yellow,3,10,16,27,73.13,429,2.5,14.5,13,13.86,6
IS,North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1341$Row5$Range16$LH82 x PHJ89,2,yellow,3.5,13.5,16,34,108.88,509,2,16,15.33,17.87,
IS,North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1341$Row5$Range16$LH82 x PHJ89,3,yellow,3.5,12.5,16,33,109.51,518,2.5,16,15.81,17.83,
IS,North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1341$Row5$Range16$LH82 x PHJ89,4,yellow,3.5,16,14,42,118.39,574,2.5,18,19.14,16.7,
